"comic_id","collection_id"
6102,15895
20805,6134
21871,21802
5818,6189
5823,13517
5894,21421
5894,6289
5895,6289
5943,16017
5957,13512
5967,20720
5994,13525
5996,13516
6000,16627
6001,16207
6020,16216
6047,13513
6057,16206
5793,6415
5793,6133
5794,6133
5794,6415
5808,6445
5808,6167
5859,6133
5859,6415
5864,21283
5869,16636
5982,15899
5985,16625
6006,16630
6011,16632
6019,15904
6027,16641
6030,16217
6056,16654
5674,24514
5674,21422
5770,16198
5961,13514
5963,17312
5965,16638
5977,16205
5995,16638
5997,13519
6002,13521
6003,16208
6005,16021
6007,13527
6021,17437
6046,16219
6052,16636
5874,16216
5934,6279
5938,15894
5940,16200
5942,16023
5946,15895
5948,16620
5951,16199
5952,17301
5973,16204
5979,16227
5983,13518
5999,13520
6013,16022
5778,16216
5792,6194
5795,16667
5805,13513
5810,6307
5884,17301
5889,16025
5394,6289
5523,21421
5523,6289
5564,17304
5800,16208
5801,13512
5815,23677
5815,20720
5831,16625
5839,13516
5847,16627
5848,16207
5861,16632
5875,13526
5902,1045
21907,23677
5240,6139
5240,6480
5763,6279
5769,16198
5788,16199
5796,13511
5804,16217
5806,16021
5824,16205
5828,15899
5853,16630
5854,13527
5679,6189
5779,16017
5809,13514
5812,16638
5819,16204
5821,16623
5842,6318
5843,13519
5849,13521
5863,16022
5866,6163
5867,6132
5888,16639
5917,13521
5227,6415
5227,6133
5229,6133
5229,6415
5245,6445
5245,6167
5266,16625
5270,13525
5295,6133
5295,6415
5775,15894
5776,16200
5777,16023
5781,15895
5783,16620
5811,15897
5826,16227
5829,13518
5845,13520
5887,17314
5417,21422
5632,16216
5650,6194
5653,15896
5655,16667
5658,17472
5667,13513
5668,5968
5670,6307
5677,13516
5682,16623
5684,13517
5712,6268
5720,15896
5727,16636
5729,13526
5731,13537
5748,16025
5751,16623
5087,6480
5087,6139
5269,13525
5413,16212
5567,15900
5620,16198
5642,16199
5647,6311
5652,16020
5657,13511
5663,6163
5666,6341
5672,15898
5688,16624
5691,5984
5694,13525
5717,16630
5723,21283
5723,21085
5723,17673
5730,15900
5742,13529
5622,13527
5629,16200
5633,16017
5634,15895
5656,17301
5661,6277
5669,13514
5675,15910
5686,16205
5701,13519
5710,16627
5713,13521
5728,13526
5732,5968
5741,16200
5747,16639
5518,5972
5617,6279
5619,16198
5628,15894
5631,16023
5635,6040
5662,13512
5664,6132
5665,6318
5671,15897
5680,16204
5687,16227
5692,13518
5707,13520
5726,5431
5746,17314
5223,5972
5393,13511
5400,6163
5402,13537
5408,13513
5473,16636
5473,16036
5476,13526
5481,17472
5499,16216
5517,6311
5526,15896
5532,17472
5094,6167
5094,6445
5116,13525
5352,16198
5374,16199
5412,6307
5418,13508
5422,6189
5437,16625
5438,13525
5472,16627
5538,6132
5546,5968
5558,13516
5594,16627
5595,6268
3228,5185
5047,16015
5075,6415
5075,6133
5077,6415
5077,6133
5142,6133
5142,6415
5188,5766
5248,16213
5259,15900
5388,16020
5415,15898
5423,16204
5428,13517
5429,5825
5435,5984
5467,6415
5467,6133
5522,6194
5527,15896
5528,6133
5528,6415
5544,6341
5569,16624
5596,13521
15796,5993
18473,13527
5226,21421
5226,6289
5232,6289
5267,6188
5379,6311
5398,13512
5411,5636
5426,16623
5488,16198
5500,15895
5529,16667
5534,6277
5585,5993
5591,13519
5294,5959
5358,13536
5360,15894
5404,6318
5414,15897
5436,13518
5475,13526
5480,15897
5498,16023
5501,6040
5592,13520
5603,15896
5096,16213
5202,16216
5218,16199
5224,5972
5231,13511
5238,6132
5239,13537
5243,13513
5244,5968
5247,6307
5253,13516
5285,6268
4456,5561
5189,5768
5200,13508
5219,16019
5225,6194
5228,16020
5242,6341
5254,6189
5257,13517
5258,5825
5260,16624
5262,5984
5265,6337
5281,13519
5288,13521
5071,5972
5115,13525
5201,16023
5204,5636
5222,6311
5230,16667
5234,6277
5249,15898
5255,16623
15789,17314
15789,6316
18472,13527
4799,6139
4799,6480
5199,15894
5207,15897
5208,6040
5217,15910
5235,13512
5237,6163
5241,6318
5246,5780
5263,5830
5286,13519
5299,13524
15799,15905
4244,15893
4806,6167
4806,6445
4823,6304
5042,16199
5050,16216
5069,6311
5070,5972
5073,21421
5073,6289
5080,6289
5084,5959
5086,13537
5091,6450
5091,6341
5092,13513
5095,6307
5098,5678
5114,6188
5123,6268
5138,16199
4741,16015
4786,6415
4786,6133
4787,6415
4787,6133
5031,5933
5034,24514
5034,5766
5048,13508
5065,16019
5072,6194
5076,16020
5079,13511
5082,5346
5093,5968
5099,6189
5104,5825
5110,5984
5112,6337
5133,13521
5144,17307
4774,5561
4798,5543
5035,5768
5038,5782
5045,15898
5052,5636
5055,15897
5078,16667
5085,6132
5102,16623
5105,16624
5131,13528
5043,16016
5049,16023
5053,5780
5056,6040
5068,6311
5083,6163
5089,6318
5103,13517
5111,5830
15797,5993
4754,16216
4777,16019
4780,6194
4782,5782
4796,5959
4803,6450
4803,6341
4804,13513
4821,6188
4736,24514
4736,5766
4745,16199
4751,13508
4755,6307
4784,3438
4785,21421
4785,6289
4790,6289
4805,5968
4807,16213
4810,5678
4838,6268
4424,16037
4445,23217
4445,5209
4733,5933
4738,5768
4748,6135
4783,15904
4789,13511
4811,6189
4815,5825
4817,5264
4820,6337
4300,5561
4480,5959
4734,5349
4740,5782
4756,5636
4758,16624
4764,15897
4765,6040
4781,4746
4788,16667
4793,5346
4814,6215
4819,6304
4421,6480
4421,6139
4423,16015
4744,16199
4753,16023
4757,5780
4795,6163
4797,6132
4801,6318
4818,5830
4418,5968
4425,5216
4431,6445
4431,6167
4432,13508
4437,16216
4438,16213
4439,5203
4459,17475
4462,16019
4462,6450
4471,16667
4482,5543
4485,5678
4497,6304
4500,6188
4516,5216
4269,5044
4324,5959
4422,5782
4429,5197
4435,16023
4440,5636
4450,6450
4450,6341
4466,21421
4466,6289
4468,6415
4468,6133
4469,6415
4469,6133
4473,16666
4474,6289
4479,5090
4494,5264
4498,6337
4290,23217
4290,5209
4411,5933
4415,13519
4419,5425
4426,16199
4428,6135
4436,16216
4443,6134
4460,13511
4470,16667
4472,16667
4477,5346
4490,6215
4491,5825
4496,6304
4514,6415
4514,6133
4186,5205
4272,4737
4413,5349
4414,5487
4434,16023
4442,5780
4446,15897
4447,6040
4457,5561
4481,6132
4495,5830
4505,5993
4252,6280
4259,5190
4262,6139
4262,6480
4264,16015
4265,5936
4266,5216
4267,4746
4273,5197
4274,17475
4277,6445
4277,6167
4278,13508
4281,4441
4283,16213
4284,5203
4306,16019
4306,6450
4316,16667
4328,5678
4340,6304
4014,15893
4248,5933
4253,24514
4253,5766
4280,5124
4282,6137
4311,21421
4311,6289
4318,16666
4325,6132
4326,5543
4337,5264
4338,15897
4343,5124
4175,4749
4256,13519
4258,5190
4260,5425
4263,5057
4270,6135
4287,6134
4295,4769
4304,5268
4313,6133
4313,6415
4317,16667
4321,5346
4327,5784
4332,6215
4245,5032
4249,5349
4254,5487
4285,4767
4286,5780
4292,5054
4293,13529
4315,16667
4323,5090
4339,6304
4033,5762
4133,13510
4145,23217
4145,5209
4159,4746
4168,5044
4172,4737
4173,5197
4174,17475
4176,4750
4177,6167
4177,6445
4195,15897
4198,4772
4136,5933
4149,5190
4155,5936
4156,5216
4178,13508
4183,5203
4210,5268
4211,16019
4219,16667
4225,5959
4226,4417
4227,5037
4229,5678
17333,5936
3628,5618
4150,5425
4152,5543
4153,5057
4154,16015
4181,4441
4182,6137
4188,6134
4192,4762
4221,16666
4230,6215
4236,5264
4243,6215
4074,5205
4117,5959
4138,5349
4144,13519
4146,5124
4170,6135
4184,4767
4187,4759
4193,4763
4200,4769
4220,16667
4132,5032
4143,5487
4148,5190
4158,4746
4169,13516
4171,5046
4185,5780
4189,4760
4194,5054
4196,13529
4213,5784
4216,6133
4216,6415
4217,6133
4217,6415
4218,16667
4224,5090
3980,4275
15695,5708
20629,4749
4022,24514
4022,5766
4025,5209
4028,4737
4029,5935
4035,4731
4039,5941
4044,5216
4054,5044
4058,5197
4059,4430
4061,17475
4065,5941
4066,15910
4081,15897
4086,4772
4098,4458
4107,5198
4109,16667
4018,5933
4023,5487
4038,5425
4040,4501
4043,5936
4063,5939
4068,4441
4069,6137
4070,5203
4077,4760
4078,4762
4102,5268
4111,16666
4119,6215
4016,13510
4019,5349
4027,5124
4034,5190
4045,4746
4056,6135
4064,4750
4071,4767
4075,4759
4076,6134
4079,4763
4088,4769
4105,5784
4110,16667
4116,5090
3887,6280
4015,5032
4024,13519
4030,4417
4041,5057
4042,16015
4055,1216
4057,5046
4073,5780
4080,5054
4082,4812
4083,13529
4108,16667
3532,4275
3881,5816
3883,5762
3893,4247
3896,4737
3903,4731
3909,5941
3918,4746
3981,5784
3983,4501
3984,5941
3990,4475
3882,6137
3891,5209
3897,5935
3902,5190
3908,5425
3910,4501
3912,5936
3913,5216
3928,5044
3937,4430
3938,17475
3942,5941
3943,5630
3945,4441
3946,5203
3947,5205
3951,5959
3955,15897
3959,4772
3971,4458
3989,4475
3880,13510
3886,4251
3888,5090
3889,5487
3911,5057
3931,5046
3933,5197
3939,4749
3940,5939
3952,4762
3985,16666
3988,4475
3999,5618
3884,5349
3900,4767
3915,5268
3917,4746
3929,13516
3930,4147
3935,5198
3941,4750
3948,4759
3950,4760
3953,4763
3961,4769
3987,4475
3341,15893
3417,4275
3466,5762
3474,5090
3486,5935
3506,5936
3525,5044
3567,4458
3879,5032
3890,13519
3892,4247
3898,4417
3914,4157
3932,4271
3949,6134
3949,5101
3954,5054
3956,4812
3957,13529
3986,4475
3464,6137
3465,4731
3470,4140
3475,5766
3484,4737
3494,4032
3498,5190
3502,5037
3503,4501
3504,4142
3514,4135
3531,4430
3537,5941
3538,5630
3539,4441
3552,4772
15790,17475
3469,4251
3478,5209
3482,5203
3527,5046
3529,5197
3535,5939
3543,4760
3545,4257
3546,4762
3569,6134
3629,5618
3359,6280
3362,4142
3458,13510
3461,5787
3493,4147
3505,5057
3526,1216
3530,15897
3533,4749
3534,4441
3536,4750
3540,5205
3542,4759
3547,4763
3549,4812
3554,4769
3577,5993
18955,5542
3186,5037
3188,5195
3209,4275
3349,4731
3363,4255
3372,5935
3457,5032
3476,5487
3477,13519
3479,4247
3490,4417
3501,4151
3508,4157
3528,4271
3544,4291
3550,13529
3568,5425
3148,4737
3348,5033
3350,5762
3356,4140
3360,5187
3364,4072
3369,3895
3370,4737
3379,5190
3395,5936
3399,4135
3414,5198
3415,4430
3416,4060
3419,6345
3422,5630
3442,4458
3444,4231
3595,5618
3143,4247
3217,4762
3354,4251
3361,5187
3387,3906
3398,5187
3413,3936
3418,4749
3420,5939
3425,4760
3432,4772
3624,5268
3203,5044
3343,13510
3346,5787
3375,4147
3376,4032
3378,5190
3381,4036
3382,5771
3382,3904
3394,5057
3421,4750
3423,5205
3424,4759
3428,4257
17203,4275
3111,5032
3347,5816
3366,13519
3373,4417
3388,3907
3389,4151
3396,4157
3411,13516
3412,4271
3426,4291
3427,4021
3430,4812
3116,1216
15696,3380
2994,5185
3110,6345
3123,5033
3124,4731
3130,4140
3132,5187
3134,4142
3137,4072
3142,4026
3145,16666
3146,3895
3147,4737
3150,5935
3155,5630
3164,5621
3165,3497
3166,3499
3176,4037
3180,4037
3194,4135
3206,4430
3207,4060
3216,4257
3222,6280
3594,4458
4000,5037
2555,3573
3034,5037
3084,5195
3129,4251
3175,4037
3177,4037
3179,4037
3181,3906
3205,3936
3212,5939
3214,5044
3223,4772
3593,5618
3632,4231
2594,3901
3046,5935
3113,5030
3114,5787
3120,4247
3125,5762
3135,4255
3136,4072
3153,4147
3154,4032
3167,4036
3170,3904
3170,5771
3178,1653
3192,5187
3208,5542
3210,4749
3213,4750
2993,15893
3109,6345
3119,3462
3121,4135
3133,5187
3139,13519
3152,4417
3163,5621
3182,3907
3183,4151
3190,4157
3190,1274
3204,4271
3215,4291
3220,4812
2433,3353
85,5431
2493,3371
3004,5033
3005,4731
3015,4140
3028,4072
3036,4026
3060,5630
3067,3499
3072,3380
3091,16033
3092,3936
3093,4060
3096,3487
3105,15897
3106,5630
2422,5195
2995,3344
3001,4247
3013,4251
3018,6280
3020,5187
3024,4142
3032,4257
3037,3507
3042,3895
3066,3497
3071,3380
2469,4257
3003,4135
3014,3353
3016,3357
3026,4255
3043,4737
3064,3483
3070,3380
3079,3906
3087,5187
3591,5618
2391,5185
2471,4250
2992,5198
2998,5787
3000,3462
3006,5762
3021,5187
3023,3499
3027,4072
3033,5037
3040,16666
3041,3368
3056,4417
3057,3936
3058,4147
3059,4032
3069,3380
3073,4036
3074,5771
3074,3904
3095,4072
2444,3471
2495,3487
3002,3122
3031,13519
3065,5621
3068,3380
3080,3907
3081,4151
3085,4157
3090,4271
3100,4291
2432,3353
2407,13510
2407,3118
2419,5033
2421,5195
2436,3365
2448,6280
2452,5187
2460,4142
2480,16666
2484,3895
2517,4147
2518,3518
2522,3512
2531,3497
2533,3380
2578,3138
2329,2450
2394,3344
2413,4026
2416,3122
2439,3357
2465,3365
2529,5621
2546,3906
2547,3907
2554,3573
2559,5187
2565,4060
2401,5787
2453,5187
2457,3499
2473,3141
2476,3507
2482,3368
2486,3483
2521,3512
2534,4036
2538,5771
2538,3904
2553,3573
2581,5787
18883,4731
2402,1216
2409,3463
2463,4255
2468,13519
2515,3491
2516,4147
2528,5621
2532,3380
2544,3174
2548,4151
2552,3573
2556,3115
2322,3353
2324,3357
15784,5187
15918,3438
15918,3038
2328,6280
2392,5030
2408,3462
2415,3122
2417,5033
2443,3471
2451,3019
2459,4142
2466,3518
2470,4250
2479,16666
2483,3895
2492,3371
2494,3487
2520,3512
2530,3497
2537,5771
2537,3904
2591,4131
2210,2450
2388,15893
2390,5185
2393,3344
2412,23217
2412,4026
2420,5195
2420,3512
2435,3365
2456,3499
2474,3035
2514,3168
2519,5236
2545,3906
2626,4412
2812,5787
2386,5198
2410,3365
2438,3357
2455,3022
2467,3030
2472,3141
2475,3507
2477,3039
2481,3368
2485,3483
2527,5621
2566,5993
3636,5993
2364,3497
2813,3115
2815,3463
2816,3122
2818,3007
2819,3499
2824,13519
2828,3513
2829,3513
2830,3491
2832,5771
2832,3904
2835,3174
2836,3907
2837,4151
2839,2414
2839,3438
2843,5787
18882,4731
2202,3353
2203,3353
2222,3030
2161,24514
2161,4021
2161,2628
2310,2426
2964,2418
2965,5185
2969,3344
2980,3019
2985,4412
2987,3906
2187,4412
2196,2426
2297,5236
2298,3895
2323,3512
2331,3022
2337,4250
2339,3035
2350,3487
2973,4412
2991,3518
2326,3471
2330,5765
2330,2454
2340,3507
2343,3368
2344,3483
2349,3371
2360,3168
13539,3438
13539,4135
2195,2426
2300,3462
2302,2411
2303,23217
2303,4026
2308,5195
2315,3010
2335,3512
2335,3030
2338,3141
2341,3039
2342,3144
2363,3491
2374,3438
2149,4412
2288,5347
2292,3344
2295,3115
2296,1216
2301,3463
2304,3122
2309,3007
2336,13519
2361,3513
2362,3513
2370,21422
2372,3174
2059,2399
2085,2426
2104,2450
2113,3030
2115,3035
2119,3144
2129,3371
12385,1216
15243,2318
2157,3512
2163,5030
2164,2398
2165,3964
2182,2411
2192,2425
2208,2445
2212,3019
2221,3518
2224,4250
2226,3035
2239,3487
2258,3497
2275,5033
1765,5816
2086,2311
2158,15893
2162,4084
2162,2396
2173,5236
2174,2405
2185,3122
2190,5195
2206,3471
2213,3512
2213,5765
2213,2454
2214,3022
2238,3371
2252,3168
2256,3491
2990,3491
1975,4412
2156,4131
2159,2418
2180,3462
2183,23217
2183,4026
2197,3010
2204,3357
2207,2445
2225,3141
2227,3507
2228,3039
2229,3144
2230,3368
2231,3483
2383,23217
2383,4026
2155,5347
2170,3115
2181,3463
2184,3122
2193,3007
2194,3117
2223,13519
2254,3513
2255,3491
2271,3174
2044,4250
1953,2399
1982,2426
1997,2450
2010,3030
2011,3035
2016,3144
2017,2232
2018,2232
1936,4250
1986,2200
2049,4084
2049,2396
2069,3019
2076,2411
2082,2425
2121,2122
1813,3345
1829,3345
1978,3916
2050,2293
2051,2398
2053,3964
2077,2414
2079,2305
2096,2431
2101,3471
2112,3138
2116,3038
2130,3487
2136,2500
2066,5236
2067,2405
2074,2299
2084,3117
2087,2312
2099,2434
2102,2445
2106,2454
2106,5765
2120,3368
2132,3168
2135,2500
2283,2299
1860,2426
1935,2166
1972,2414
2045,2418
2071,13510
2071,3118
2072,3462
2075,2411
2078,2176
2107,3022
2109,2464
2114,3141
2117,3039
2124,2814
2134,2500
2842,24514
2842,4021
2842,2628
1826,2426
1836,2232
1847,2399
1855,1216
1898,2450
1905,3030
1913,3144
1954,2971
1974,2305
1983,2311
1992,2434
2024,2172
2041,5347
2057,2294
2061,3115
2070,13519
2073,2299
2083,3007
2098,2320
2133,2500
4872,3513
1870,3916
1937,2963
1943,2293
1947,4017
1964,2294
1966,3019
1971,2175
1989,2318
2035,3168
1831,5030
1944,2398
1945,3964
1963,5236
1965,2405
1969,3038
1970,2299
1977,2189
1979,2425
1984,2312
1988,2431
1995,2445
1999,2454
1999,5765
2000,3022
2008,3138
2012,3039
1719,24514
1719,4021
1719,2628
1881,2311
1885,2200
1901,2060
1939,2418
1941,4084
1941,2396
1955,3115
1973,2176
1990,2320
1991,2434
2004,2464
2013,17463
2019,2814
1837,2054
1888,2431
1890,2318
1933,5347
1968,13519
1980,3007
1981,3117
2007,3138
1709,3107
1729,2232
1738,1952
1739,2399
1791,2450
1720,3345
1764,3916
1810,3345
1832,2293
1853,2168
1859,2172
1862,2405
1867,3193
1873,13510
1873,3118
1874,2305
1822,5236
1830,4084
1830,2396
1833,2398
1840,4017
1857,3138
1863,2299
1864,2175
1866,2176
1868,3019
1875,2189
1877,2425
1882,2312
1894,2046
1896,2445
1899,2454
1899,5765
1904,2563
1580,5816
1717,2188
1824,2963
1827,2418
1838,3964
1856,2814
1872,3038
1895,2434
1900,3022
1902,2464
1910,3039
1911,17463
1716,2188
1816,5347
1834,2056
1846,2294
1852,2971
1854,3115
1858,3117
1865,2176
1869,13519
1880,3007
1889,2318
1891,2320
1612,3107
1631,2398
1634,1949
1643,1952
1645,2399
1647,1848
1655,1216
4694,2399
4889,2188
1626,24514
1626,4021
1626,2628
1707,2166
1708,3901
1711,1962
1715,3061
1730,2054
1733,4017
1745,2168
1756,2172
1761,3193
1768,13510
1768,3118
1628,3345
1710,2175
1724,2293
1726,2398
1744,2168
1751,2062
1757,2405
1762,1967
1775,2425
1778,2311
1781,2200
1782,2431
1786,2046
1809,3345
1712,5236
1713,2963
1721,4084
1721,2396
1731,3964
1737,2294
1743,2168
1758,2299
1760,2176
1767,2179
1769,2305
1771,2189
1779,2312
1793,5765
1793,2454
1802,5236
1932,4084
1636,2054
1718,2418
1723,2293
1725,1960
1742,2168
1746,2400
1750,2814
1763,13519
1783,17463
1787,2434
1789,17463
1796,2464
1679,2311
1706,5347
1722,5030
1727,2056
1741,2168
1747,1956
1759,2176
1784,2320
1794,2060
1803,5030
1930,2168
1512,3107
1526,1770
1539,1949
1556,1952
1558,1848
1439,13510
1611,1967
1613,1841
1614,2175
1621,17470
1627,1844
1639,4017
1650,2971
1659,2172
1661,1861
1664,2299
1666,3193
1681,2200
1683,2431
1814,4017
1436,24514
1436,4021
1436,2628
1522,1714
1615,1962
1617,5236
1618,1823
1648,1849
1649,5761
1657,2062
1678,2425
1680,2312
1687,2046
1691,2063
1691,1571
1553,1658
1616,2179
1620,2963
1622,3061
1629,4084
1629,2396
1642,2294
1646,2060
1656,2814
1669,2305
1670,2189
1684,17463
1688,2434
1532,3345
1552,17474
1576,3193
1605,5347
1632,2056
1637,3964
1654,1956
1663,2299
1665,2176
1667,13519
1811,3345
1413,3107
1424,1216
1442,1948
1443,1640
1462,1952
1465,1848
1473,1653
1475,1653
1478,1653
1480,1565
1510,1962
1511,1967
1513,1841
1531,1844
1542,2054
1545,4017
1568,2062
1514,2175
1515,1754
1516,2179
1517,5236
1518,1823
1521,17470
1528,2046
1533,1734
1536,1842
1560,5761
1562,2400
1573,1861
1589,2311
1594,2431
1804,2311
1483,2062
1508,2166
1519,2963
1523,3061
1529,1658
1534,4017
1541,1736
1559,1849
1561,1851
1564,1956
1567,2814
1571,2063
1584,2189
1591,2312
1417,2179
1509,1962
1538,2056
1551,17474
1555,2294
1557,2060
1574,1662
1575,3193
1578,13519
1582,2305
1592,2200
9,3107
15,1662
39,1844
44,1948
46,1640
49,1949
64,1952
65,1952
67,1848
78,1565
509,1321
15600,1658
1409,1967
1412,1770
1438,3345
1452,2054
1469,2971
1476,1653
1477,4037
1477,1653
1485,2063
1485,1571
1492,3916
1493,5816
38,24514
38,4021
38,2628
1407,1610
1414,1841
1425,17470
1437,1844
1441,1546
1448,1949
1455,17474
1495,5542
877,1463
1411,1770
1415,1641
1416,1754
1419,5236
1420,1823
1426,1714
1432,2046
1435,1658
1440,1734
1467,5761
1479,1956
1488,1861
28,17470
907,1845
1408,2563
1427,3061
1430,1675
1444,1842
1450,1736
1466,1849
1468,1851
1471,2400
1482,2814
1484,1569
1496,2189
1499,3345
40,3345
80,2062
478,1321
864,1216
866,1848
872,1640
875,1481
880,1948
902,1640
912,3107
918,1565
923,5685
923,1703
924,1949
934,1844
1410,1770
1418,1662
1421,2963
1434,13519
1446,2056
1454,17474
1464,2060
1470,1651
1928,3345
8,1770
4,1610
6,1548
10,1841
17,2054
18,1823
43,1546
45,1547
77,1956
904,1406
11,1641
13,1754
16,5236
26,1960
29,1714
35,2046
42,1734
59,1364
68,1849
69,5761
82,2063
82,1571
86,1861
91,3916
