"comic_id","collection_id"
874,1770
2,2166
5,2563
14,1619
30,3061
34,1675
47,1842
51,1736
52,1550
70,1851
76,1956
79,2814
81,1569
90,5685
90,1703
92,32533
92,5816
928,17470
808,1463
12,1754
36,13519
37,62
41,13510
58,1364
66,2060
71,1651
825,1845
927,24514
927,4021
927,1456
929,1453
439,1321
790,1848
792,1651
795,1481
796,1565
800,1770
802,1948
826,3107
840,1949
845,5685
845,1703
857,1565
905,2046
1397,1570
1398,1570
4695,1844
15599,1569
16040,2046
729,1354
897,5236
909,1823
913,2971
920,1546
922,1547
930,1641
931,1549
932,1841
933,1433
935,1548
881,1736
885,1487
899,1754
900,1364
901,1734
903,5761
908,1662
910,1458
921,2400
926,1610
1403,1569
562,1354
773,3901
869,13510
882,1851
883,1849
884,1619
888,1675
889,3061
892,1550
893,1490
894,1527
895,1842
898,1714
1402,2063
1402,1571
559,1463
570,4131
823,16664
859,2060
860,5236
865,1651
868,1662
870,1364
871,62
873,13519
876,1754
204,1321
560,1361
561,1948
567,1481
572,27
606,1354
748,3107
767,5685
767,1703
769,1359
770,1361
679,1354
851,1641
852,1549
853,1823
855,1548
856,1736
858,1547
1399,1570
1400,1570
1401,1570
757,1674
777,63
811,1550
819,1309
836,1457
837,1841
838,17470
841,1453
843,24514
843,4021
843,1456
844,1610
847,1433
848,1546
532,5685
532,1703
649,1354
820,1355
827,1458
828,1347
829,1734
831,19
832,5761
834,2971
835,1641
590,1463
801,1490
803,3
804,1851
805,3061
806,1714
807,1675
809,1527
810,61
812,1849
814,1487
815,1619
817,13510
3637,2063
3637,1571
261,1321
524,1359
543,3107
591,1361
599,1481
613,27
784,1490
787,22
791,1842
793,1309
794,13519
797,62
798,1457
799,1736
4851,1948
4956,1357
556,1550
764,1547
765,1548
771,1461
772,1549
775,1546
776,1433
778,1453
1808,24514
1808,4021
1808,1456
512,5760
513,19
520,33
751,16664
753,1309
754,1355
755,1458
756,1610
758,1845
759,22
760,1347
761,1406
762,1641
763,1675
454,1312
16038,3107
514,1490
515,1851
521,3061
587,1487
615,1527
696,1463
523,1675
538,22
539,1619
540,1457
541,1714
563,62
564,1309
566,13519
568,13510
573,1490
205,1321
221,1312
677,27
685,1481
689,1216
694,1520
697,1361
709,3107
715,1481
727,1359
4955,1357
571,1550
517,1461
529,1547
530,1548
531,24514
531,4021
531,1456
574,1433
575,63
576,1453
577,1351
580,1610
581,1674
589,1549
526,1356
527,1347
528,1641
533,1458
537,1355
542,19
544,16664
547,1350
548,5760
386,1312
550,61
551,33
552,1487
553,3
554,1342
555,1348
569,3061
592,1527
595,1490
1812,2605
1812,1328
598,1362
600,22
601,1457
602,1356
603,13519
605,1490
608,16664
609,1307
206,1321
330,1312
616,27
618,1354
631,1520
632,1361
648,1359
4938,1357
735,1547
736,1350
739,1549
740,61
741,1487
742,1305
743,1845
744,1433
745,1348
746,1351
721,1548
723,24514
723,4021
723,1456
725,1322
726,1334
730,1461
732,63
734,1356
643,2970
643,1333
706,5760
708,19
710,1355
711,1458
712,1674
713,33
714,1845
716,1433
717,22
718,1347
720,1641
692,1334
693,1527
699,3061
701,61
702,1487
703,1342
704,1348
705,1356
678,1350
680,1307
682,2605
682,1328
683,13519
684,1362
686,2840
686,1320
687,22
688,1457
207,1247
353,1312
455,1304
456,27
466,1520
467,1216
468,1361
492,1303
496,1361
660,24514
660,4021
660,1456
665,1461
666,4131
668,3901
671,1325
672,1348
673,63
675,1351
644,5760
645,1334
647,1315
650,1699
653,1269
654,1458
655,1674
656,13519
657,1310
658,1347
659,1641
630,1527
634,3061
635,1461
636,33
637,1337
638,3
639,1342
640,1326
641,63
282,1312
617,1322
619,1307
620,1269
623,13519
625,1362
626,1325
627,1310
628,1457
270,1247
393,27
395,1404
403,1520
405,1298
416,1304
429,1303
431,1298
461,1325
491,2970
491,1333
493,1350
494,5185
498,2605
498,1328
500,1365
503,2840
503,1320
505,1330
507,1351
510,1406
479,5760
481,1315
483,1699
485,5799
486,1302
487,1674
488,1310
489,1302
490,1347
15005,1329
344,1312
425,1325
360,1303
432,985
465,1334
471,2605
471,1328
472,33
473,1337
474,3061
475,1342
476,1326
451,1302
452,1269
453,1307
457,1322
458,13519
460,1362
462,1310
463,1302
464,1347
448,1325
101,1344
199,1280
223,1216
263,1247
281,1304
292,1303
329,1520
334,1298
440,3962
441,2970
441,1333
442,1350
445,1337
446,1342
447,1351
430,5760
433,1365
436,1330
449,2840
449,1320
368,1304
319,985
413,2970
413,1333
415,1315
417,1699
419,5799
420,1288
420,5451
421,3
423,1674
424,1362
426,1310
427,1347
162,1283
401,1350
402,1334
404,2605
404,1328
409,33
410,1337
411,1342
412,1326
284,1699
220,1322
222,1269
396,13519
398,1362
399,1310
400,1285
163,1283
187,1404
200,1280
208,1247
272,1265
311,1304
333,1252
343,1699
374,1303
381,1298
4850,1520
115,1329
143,1365
152,1296
158,2840
158,1320
198,1255
264,1330
361,2970
361,1333
380,985
388,2605
388,1328
108,1349
120,1288
120,5451
131,5799
168,3
236,1278
249,1285
294,1315
300,2043
164,1283
4937,1251
224,1406
256,1326
356,2605
356,1328
373,1334
104,3901
109,1349
171,1289
188,13519
250,1285
258,1284
328,1281
362,985
97,1240
166,1283
201,1280
218,1265
314,1699
346,1323
364,1252
366,1312
369,1304
389,1315
4925,1251
117,1329
144,1365
235,2972
235,1282
248,1330
290,2970
290,1333
110,1349
121,1288
121,5451
132,5799
159,2840
159,1320
172,1289
237,1278
247,13519
251,1285
383,2043
111,1240
283,1699
105,1349
116,1329
153,1296
194,1255
238,1326
327,1257
347,1334
102,1344
122,1288
122,5451
173,1289
189,13519
269,1285
271,1284
355,1281
96,1283
106,1349
112,1240
127,5799
202,1280
280,1226
299,1699
310,1304
339,1252
345,1227
348,1251
358,1257
367,1323
13412,1265
95,2840
95,1320
225,1406
140,1365
240,1302
273,1284
351,985
392,1262
113,1240
123,5451
126,5799
231,1278
259,1284
317,2043
103,1344
118,4131
149,1284
165,1296
195,1255
211,1326
242,1302
265,1330
150,1284
174,1289
191,13519
296,1281
305,1334
98,1344
107,1349
114,1240
141,1365
167,1283
203,1280
312,1323
313,1227
326,1257
354,1227
359,1226
385,1699
4940,1251
13411,1265
151,1284
196,1255
215,1330
322,1262
338,985
99,1344
142,1365
192,13519
387,1223
15075,1273
14875,1296
124,5451
268,1278
340,2043
375,1251
15656,1257
119,4131
155,1296
190,1255
15074,1273
14874,1183
37276,37255
128,4114
160,1934
160,1204
175,1289
226,1406
233,1278
357,1281
100,1344
193,13519
4648,1251
12826,1226
13386,13519
13410,1265
15252,1274
15655,1257
16275,1227
16276,1227
18695,1283
18830,1207
18853,1206
20071,1223
129,1607
129,1210
227,17483
232,1330
255,2972
255,1282
287,2043
277,1262
363,985
130,1607
130,1210
136,5451
197,1206
216,1330
234,1205
234,1090
365,2043
15073,1273
156,1296
217,1287
276,4131
318,1252
157,1296
176,1289
295,1281
321,37255
324,1214
324,1170
4881,1227
12825,1226
12855,1299
12856,1299
13385,13519
13409,1265
14264,1205
14264,1090
14405,1323
14533,17483
14873,1183
14965,5451
15032,1200
15032,1184
15034,1200
15034,1184
15251,1274
15654,1172
16274,1227
18829,1207
18852,1206
18989,16209
20070,1223
17186,1998
17192,985
12858,1699
14461,1252
14964,5451
5147,1301
14259,1205
14259,1090
14460,1252
14963,5451
15072,1273
10329,1607
10329,1210
14872,1183
15294,2972
15294,1282
37274,37255
17555,1214
17555,1170
15652,1172
18478,1296
18828,1207
18832,1206
18843,1206
18876,1280
20069,1223
12854,1299
13384,13519
13408,1265
14247,1205
14247,1090
14404,1323
14524,1287
14532,17483
15031,1200
15031,1184
15250,1274
15390,1199
14962,5451
12857,1699
14506,1301
17191,985
17185,1998
12824,1195
12824,1171
14459,1176
15071,1273
14871,1183
37273,37255
17554,1214
17554,1170
15651,1172
18827,1207
20068,1223
4710,1323
10496,16209
13383,13519
13407,1265
14236,1205
14236,1090
14523,1287
14531,17483
14961,5451
15030,1200
15030,1184
15249,1274
15389,1199
15594,1175
17190,985
18155,1216
14458,1176
14505,1301
10328,1607
10328,1210
14870,1183
17184,1998
15061,1273
12823,1195
12823,1171
14457,1176
15293,2972
15293,1282
15725,1186
15725,1151
37272,37255
14869,1183
17553,1214
17553,1170
18153,1216
10322,1607
10322,1210
10495,16209
13382,13519
14225,1205
14225,1090
14522,1287
14530,17483
14960,5451
15028,1200
15028,1184
15029,1200
15029,1184
15248,1274
15387,1199
15592,1175
15650,1172
16076,1238
18171,1177
18291,1168
18292,1168
18483,1934
18483,1204
20067,1223
14959,5451
14456,1176
14504,1301
17189,985
10327,1607
10327,1210
20066,1139
15724,1186
15724,1151
17156,17473
17183,1998
12822,1195
12822,1171
14455,1176
14867,1135
18152,1216
37271,37255
17552,1214
17552,1170
15649,1172
16048,1107
16075,1238
16266,1140
18169,1177
18170,1177
18286,1190
18286,1149
18287,1190
18287,1149
18288,1190
18288,1149
18289,1190
18289,1149
18290,1190
18290,1149
18805,2211
18805,1155
20065,1139
10494,16209
13380,13519
13406,1168
14512,1287
14958,5451
15244,1274
15386,1199
15591,1175
14498,1301
17155,17473
17188,985
15723,1186
15723,1151
18151,1216
14866,1135
15026,1123
16265,1140
17180,1154
17182,1998
18150,1216
12821,1195
12821,1171
14454,1187
14454,1153
15722,1186
15722,1151
14865,1135
37270,37255
10504,16209
13379,13519
13421,1168
13961,1125
14957,5451
15025,1123
15385,1199
15590,1175
15648,1121
16047,1107
16074,1238
16264,1140
17551,1214
17551,1170
18167,1177
18168,1177
18482,1934
18482,1204
18804,2211
18804,1155
19860,15908
37269,37255
37268,37255
14453,1187
14453,1153
14487,1301
15720,1186
15720,1151
17179,1154
18149,1216
18148,1216
15647,1121
15719,1186
15719,1151
37266,37255
10934,1271
12820,1195
12820,1171
14452,1187
14452,1153
17178,1154
17181,1998
18147,1216
14864,1135
15304,2972
15304,1282
15646,1121
16046,1107
16073,1238
16263,1140
17550,1214
17550,1170
18685,1113
18803,2211
18803,1155
18825,1126
18995,16209
19859,15908
13378,13519
13420,1168
13960,1125
14132,1099
14956,5451
15024,1123
15384,1199
15589,1299
12819,1138
15645,1121
17177,1154
14863,1135
15644,1121
13959,1125
12818,1138
14451,1187
14451,1153
15404,1011
15718,1186
15718,1151
37265,37255
14862,1135
10597,1142
10923,1102
13376,13519
13377,13519
13419,1168
13958,1125
14131,1099
14955,5451
15023,1123
15588,1299
16045,1107
16072,1238
16262,1140
17549,1113
18481,1934
18481,1204
18684,1113
18802,2211
18802,1155
18824,1126
18994,16209
19858,15908
19940,1113
20064,1139
18146,1216
15403,1011
20062,1139
17176,1154
14861,1135
17548,1098
12848,1138
14450,1187
14450,1153
15402,1011
37264,37255
15717,1186
15717,1151
17175,1154
18145,1216
4878,1140
14860,1092
20061,1139
15643,957
16071,1238
17547,1098
18683,1113
18823,1126
19857,15908
10503,16209
10596,1142
10922,1102
13375,13519
13418,1168
13957,1125
14130,1099
14954,5451
15587,1299
20060,1139
12847,1138
14859,1092
15716,16226
15716,17464
15401,1011
15715,16226
15715,17464
18767,943
37263,37255
14449,1106
10502,16209
10562,1111
10595,1142
10921,1102
13374,13519
13417,1093
14129,1099
14858,1092
14953,5451
15586,1299
15641,957
16070,1238
16259,1094
17174,1154
17546,1098
18144,1216
18682,1113
18762,942
18771,942
18822,1126
19856,15908
20059,1139
12846,1138
18975,1132
14448,1106
14856,1092
12845,1194
18976,1233
15714,16226
15714,17464
18766,943
37262,37255
14855,1092
16258,1094
17544,1098
18480,1934
18480,1204
18681,1113
18761,942
18770,942
18821,1126
18974,1132
19855,15908
20058,1087
10501,16209
10560,1111
10594,1142
10920,1102
13373,13519
13416,1093
14128,1099
14952,5451
14952,994
15021,1123
15585,1299
15640,957
14447,1106
14854,1016
10933,1271
37261,37255
15713,16226
15713,17464
16257,1094
18765,943
14853,1016
15303,2972
15303,1282
17543,1098
18479,1934
18479,1204
18680,1113
18760,942
18769,942
18973,1132
18990,16209
20057,1087
10190,988
10559,1111
10593,1142
10919,1102
11453,2276
13372,5383
13415,1093
14127,1099
14951,5451
14951,994
15020,1083
15584,1299
15639,957
14446,1106
14950,5451
14950,994
18679,1113
15712,16226
15712,17464
16256,1094
18764,943
10932,1271
15019,1083
12844,1194
10189,988
10500,15902
10558,999
10592,1142
10918,1007
11452,2276
13371,16640
13414,1093
14537,6345
14852,1016
14949,5451
14949,994
15583,1299
15638,957
17542,1098
18408,1103
18408,1078
18409,1103
18409,1078
18410,1103
18410,1078
18411,1103
18411,1078
18412,1103
18412,1078
18678,1113
18759,942
18768,942
18826,1207
18972,1132
20056,1087
37260,37255
15018,1083
14445,1106
37259,37255
15711,16226
15711,2982
15711,1020
15711,990
16255,1094
18763,943
10931,1271
14851,1016
15302,2972
15302,1282
37258,37255
7383,1043
10188,988
10499,15902
10557,999
10917,1007
11451,2276
13369,16640
13405,1093
14536,6345
14948,5451
14948,994
15017,1083
15637,957
18164,1163
18677,1074
18758,942
18971,1132
20055,1087
20417,1048
20015,1104
20015,1064
1668,3916
12843,1194
14444,1106
14947,5451
14947,994
20014,1104
20014,1064
16254,1094
10930,1271
14850,1016
15301,1340
10187,988
10498,15902
10555,999
10556,999
10916,1007
11450,2276
13368,16640
14535,6345
14946,5451
14946,994
15016,1083
15578,1114
15636,957
37257,37255
15709,16226
15709,2982
15709,1020
15709,990
17975,1028
18163,1163
18676,1074
18757,942
18970,1132
20054,1087
20416,1048
7382,1043
20013,1104
20013,1064
14443,984
20012,1104
20012,1064
10929,1271
14849,1016
15300,1340
17540,1038
15708,16226
15708,2982
15708,1020
15708,990
15775,5132
16253,1094
17974,1028
18162,1163
18674,1074
18996,15902
20053,1087
20415,1048
37283,37255
7381,1043
10186,988
10579,5279
10915,1007
13367,16640
14945,5451
14945,2592
15015,1083
15635,957
20011,1104
20011,1064
12839,1194
14442,984
1579,3916
14848,2822
14848,1015
20010,1104
20010,1064
14441,984
14847,2822
14847,1015
17539,1038
15299,1340
4877,1094
7380,1043
10185,988
10497,15902
10553,1102
10554,1102
10914,1007
13366,16640
14944,5451
14944,2592
15014,1083
15576,15916
15634,957
15707,16226
15707,2982
15707,1020
15707,990
15773,5132
15774,5132
17973,1028
18161,1163
18673,1074
20414,1048
37282,37255
14440,984
16251,1056
14845,2822
14845,1015
12828,1194
37281,37255
10493,15902
10552,2563
10578,23891
10578,5279
10913,1007
13365,16640
14943,5451
14943,2592
15013,1083
15298,1340
15575,15916
15633,1341
15633,956
7379,1043
15706,16226
15706,2982
15706,1020
15706,990
17972,1028
18160,1163
18672,1074
18716,2276
12817,1194
17538,1038
16250,1056
14439,983
14844,2822
14844,1015
16327,1056
17537,1038
15297,1340
10492,15902
10551,2563
10912,1006
13364,6222
14942,5451
14942,2592
15012,1083
15574,15916
15632,1341
15632,956
7378,1043
37280,37255
15705,16226
15705,2982
15705,1020
15705,990
15772,5132
15794,1221
15794,1031
17971,1028
18671,1074
14438,983
16326,1056
15292,1340
8545,1049
10191,987
10192,987
10193,987
10194,987
10549,2563
10911,1006
13362,6222
13363,6222
14830,987
14831,987
14833,987
14834,987
14941,5451
14941,2592
15056,1082
15573,15916
15630,1341
15630,956
37279,37255
15704,16226
15704,2982
15704,1020
15704,990
15771,5132
15793,1221
15793,1031
17970,1028
18670,1073
7377,1043
14437,983
14842,2822
14842,1015
16315,1056
18669,1073
17535,1038
37278,37255
15703,16226
15703,2982
15703,1020
15703,990
15770,5132
15792,1221
15792,1031
17969,1028
18964,1132
18993,15902
20083,962
8544,1049
10548,1068
10577,23891
10577,5279
10928,1006
12397,1084
12812,16665
13361,6222
14940,5451
14940,2592
15055,1082
15629,1341
15629,956
7376,1043
7376,1042
14436,983
14841,2822
14841,1015
16304,1056
18668,1073
17533,1038
14843,2822
14843,1015
8543,1049
10547,1111
10576,23891
10576,5279
10927,1006
12396,1084
13360,6222
14939,5451
14939,2592
15054,1082
15628,1341
15628,956
37277,37255
549,1360
4377,3991
4624,947
7480,1042
15702,3991
15702,1019
15769,5132
15791,1031
15791,1221
17968,1028
18963,1132
18992,15902
20037,1062
20082,962
14435,983
15627,1341
15627,956
14840,2822
14840,1015
4876,1056
707,1360
4623,947
7479,1042
10546,939
10575,23891
10575,5279
10926,1006
12395,1084
13358,6222
14113,1025
14938,5451
14938,2592
15053,1082
15626,1676
15701,1019
15783,5132
17967,1028
18667,1073
18962,1132
18991,15902
20036,1062
20081,962
17532,1038
8518,1023
14434,983
16282,1055
17531,1038
15700,3991
15700,1019
15782,5132
17966,1028
18666,1073
20035,1062
20074,962
646,1360
4622,947
7354,5844
7478,1042
37256,37255
10545,1111
10574,23891
10574,5279
10925,1005
12394,1084
13357,5383
14112,1025
14839,2979
14839,1014
14937,5451
14937,2592
15052,1082
15624,1676
15625,1676
8516,1023
14838,2979
14838,1014
16271,1055
480,1360
4620,947
10544,998
10924,1005
11901,6009
13356,5383
14111,1025
14936,5451
15044,1082
15622,1237
15623,1676
15768,3991
15768,1019
15781,5132
17964,1028
18665,1073
18801,982
18961,1132
20034,1062
20063,962
17530,1038
8515,1023
16260,1055
17528,1038
15767,1019
15780,5132
17963,1028
18663,1073
18800,982
18960,1132
20033,1062
20052,962
20628,5844
414,1360
4619,947
10543,998
11905,6009
11916,6009
13355,5383
14110,1023
14808,1005
14837,2979
14837,1014
14935,5451
15033,1082
15621,1237
17529,1038
8514,1023
18959,1132
17527,1038
15765,3991
15765,1019
15779,5132
17962,1028
18799,982
18958,1132
20032,1062
370,1360
4673,1055
10542,998
11904,6009
13354,5383
14109,1023
14807,1005
14836,2979
14836,1014
14934,5451
15022,1082
15619,955
17526,1038
11903,6009
14923,2979
14923,1014
13353,5383
14108,1023
14806,1102
14806,1005
14933,5451
15011,1082
15618,955
15754,3991
15754,1018
15778,5132
17961,1028
18798,982
308,1360
11913,6009
14912,2979
14912,1014
17525,16626
17873,1780
4618,947
15743,3991
15743,1018
15777,5132
371,1256
10540,998
11915,6009
13352,4309
14107,1023
14297,1951
14297,60
14805,1005
15617,955
10541,998
17524,5844
17872,1780
11912,6009
14901,1012
13351,4309
14106,1023
14296,1951
14296,60
15616,955
15732,3991
15732,1018
15776,5132
307,1202
13934,1951
13934,60
15721,3991
15721,1018
17522,5844
11911,5605
14425,2577
14890,1012
10537,998
13350,4309
14105,1025
14295,1951
14295,60
15615,954
372,1256
15785,5132
16087,1298
13933,1951
13933,60
17871,1780
15710,3991
15710,1018
17521,5844
17870,1780
11910,5605
14811,940
23522,22058
10536,998
13349,4309
14104,1025
14294,1460
15614,954
16086,1298
306,1256
13932,1951
13932,60
14810,940
17520,5844
15699,3991
15699,1018
17139,5605
20543,1256
10535,997
11909,5605
13347,4309
14102,1025
14292,1460
10007,22093
10007,22092
23521,22058
13931,1460
14809,940
17519,5844
14879,1012
10286,5844
10534,1071
11908,5605
13346,4309
13930,1460
14291,1460
18467,5605
18986,1212
20462,16218
20542,1256
20616,1460
7467,1460
10285,5844
11907,5605
17518,5844
14868,1012
8542,1049
10006,22093
10006,22092
10284,5844
13345,3437
18244,22607
18817,1071
18985,1212
20461,16218
20541,1202
22802,22085
23520,22058
17517,4461
11906,5605
17952,21636
17953,21636
18242,22607
18816,1071
18984,1212
20460,16218
20540,1202
22800,22085
8541,1049
10005,22092
10005,22093
13344,3437
13929,1460
14857,1012
15349,4461
17516,4461
14846,1012
8540,1049
9325,15916
10004,22093
10004,22092
10531,997
11902,5605
13343,3437
15348,4461
15613,954
22799,22085
23519,22058
17951,21636
18241,22607
18468,5605
18815,1071
19032,5844
20539,1202
17515,4461
4372,1012
17949,21636
17950,21636
18240,22607
18778,16218
18982,1212
20562,1202
10003,22092
10003,22093
10530,997
10639,4731
11914,5605
13342,3437
15347,4461
22798,22085
18239,22607
18777,16218
18981,1212
20561,1202
22797,22085
9324,15916
10002,22093
10002,22092
10529,997
13341,3437
17513,4461
18238,22607
18776,16218
18980,1212
20560,1202
22796,22085
9323,15916
13340,3437
17511,4461
17947,21636
18237,22607
18979,1212
20559,1115
20559,1045
8547,4241
9322,15916
13339,2833
15612,954
22795,22085
17510,4461
17946,21636
18236,22607
18978,1212
20558,1115
20558,1045
22794,22085
13338,2833
15611,954
17509,4461
18977,1212
20557,1115
20557,1045
8551,4241
13336,2833
17508,4461
23507,22058
8550,4241
13335,2833
13919,22058
14090,22058
14392,22058
15610,954
18128,22058
20556,1115
20556,1045
7456,22058
17507,4461
20549,1115
20549,1045
20772,17315
12853,17451
13334,2833
13918,20913
14089,20913
14391,20913
7455,20913
17506,4461
18231,20913
20538,1115
20538,1045
20627,5844
20771,17315
8549,4241
12852,17451
13333,1766
13917,20913
14390,20913
15694,954
17505,4461
8559,4241
12105,997
12851,17451
13332,1766
14087,20913
20770,17315
12404,1033
7452,20913
8558,4241
12104,997
12850,17451
13331,1766
20769,17315
12403,1033
20768,17315
8557,4241
12103,997
12578,1040
12849,17451
13330,1766
12402,1033
8556,4241
12577,1040
13329,1766
18831,1766
12412,1033
7372,940
18226,5369
8555,4241
12576,1040
13328,94
7371,940
12411,1033
8554,4241
12636,1040
13327,94
3589,1795
18225,5369
12410,1033
7370,940
8553,4241
12635,1040
13389,94
15686,953
20626,1795
17497,1795
12409,1033
8552,4241
12634,1040
13388,94
15675,953
12408,1033
17496,1795
8548,4241
12630,1040
13387,94
15664,953
12619,1039
15653,953
17495,1795
12407,1033
8546,4241
9668,3963
13381,94
17747,4776
12406,1033
12608,1039
17494,1795
15642,953
17746,4776
18471,1077
9316,985
9667,3963
13370,1268
17493,1795
12405,1033
12597,1039
15631,953
17745,4776
18470,1077
9666,3963
13359,1268
17492,1795
12586,1039
15620,953
9665,3963
12770,5453
13348,1268
6946,1033
17744,4776
18469,1077
17491,1311
9664,3963
12575,1039
12769,5453
13337,1268
15609,953
17743,4776
18311,23032
18311,22606
18311,23037
18311,22601
17573,1311
17739,4776
9660,3963
12768,5453
13325,1268
13326,1268
17567,1311
12816,5453
17556,1311
12815,5453
17545,1311
12814,5453
17534,1311
12813,5453
17523,1311
12811,5453
17512,1311
12800,5453
12789,5453
12778,5453
12767,5453
18797,1780
17754,5705
7839,5453
16331,5589
13315,5280
7838,5453
17753,5705
16330,5589
13314,5280
7837,5453
17752,5705
13313,5280
16329,5589
17763,5705
7848,5453
16340,5589
13324,5280
7847,5453
17762,5705
16339,5589
13323,5280
7846,5453
17761,5705
8506,24957
13322,5280
16338,5589
17760,5705
8495,24957
7845,5453
13321,5280
16337,5589
8484,24957
17759,5705
7844,5453
23284,22433
16336,5589
13320,5280
8473,24957
7843,5453
17758,5705
16335,5589
13319,5280
23388,23015
17757,5705
7842,5453
8462,24957
8462,21082
16334,5589
13318,5280
7841,5453
17756,5705
18796,1780
13311,5280
16333,5589
7836,5453
17751,5705
21141,20731
13310,5280
16328,5589
21140,20731
13878,23015
14347,23015
7411,23015
23518,23015
9256,21813
9586,21813
10836,21295
11830,21813
13246,23015
13877,21813
14043,21813
14346,23015
23391,21295
6833,21295
7289,21813
7410,21813
18025,21813
18187,21813
13876,17454
8564,21295
9255,17454
12203,21295
14042,21295
14345,21813
18024,21295
18024,17454
18186,21295
18186,17454
20767,17454
7288,17454
7409,17454
7287,17454
11828,1319
13875,17454
14344,17454
11827,1319
14343,17454
11826,1319
11941,4794
11940,4794
11939,4794
18174,1780
11822,1319
11938,4794
18862,4209
18863,4209
11821,1319
11937,4794
23314,23057
23314,23060
18956,1212
23313,23060
23313,23057
18861,4209
11820,1319
11936,4794
18860,4209
11819,1319
11929,4794
11918,4794
18859,4209
12371,5369
16080,5369
17734,5369
17738,4090
18102,5369
18166,5369
18210,5369
18256,5369
20041,5369
20047,5369
12370,5369
18173,1780
16079,4090
17733,4090
17737,4090
18101,4090
18165,4090
18255,4090
20040,4090
20046,4090
18199,4090
23297,20731
16078,2539
17732,2539
17736,4090
18100,2539
18254,4090
20039,4090
20045,2539
17701,2539
18188,4090
23296,20731
16077,4275
16077,2539
17731,2539
17735,4090
18099,2539
18177,1780
18253,2539
20038,2539
20044,2539
18172,1780
23295,20731
23294,20731
10627,2996
12386,2539
23293,20731
10626,2996
23292,20731
10625,2996
8460,21082
23291,20731
10624,2996
8459,21082
23287,20731
10623,2996
8458,21082
10622,2996
8457,21082
10279,1248
10621,22612
10619,22612
10618,22612
10617,22612
10283,1248
10616,22612
10282,1248
14318,1672
10281,2643
10281,1248
13850,2577
10280,2643
10280,1248
18360,5368
8456,21082
18359,5368
8455,21082
23485,23033
8454,21082
6794,1404
18423,23033
8453,21082
10797,1404
23309,23033
23484,23033
11978,1404
14658,1404
7415,20946
6792,1404
18422,23033
23308,23033
23483,23033
10796,1404
11977,1404
14657,1404
7404,20946
6791,1404
23307,23033
10795,1404
11976,1404
14656,1404
7393,20946
7374,20946
14655,1313
12311,21430
12310,21430
12309,21430
16089,17694
16089,17696
23516,21430
12308,21430
12307,21430
16088,17694
16088,17696
9297,17457
18414,17457
23286,20946
12306,21430
9296,17457
23285,20946
18454,17457
12305,16634
9295,17457
18453,17457
12304,16634
9294,17457
18452,17457
10635,1002
12303,16634
9293,17457
10634,1002
12302,16634
18924,5368
9292,17457
18923,5368
7782,5368
10631,1002
12300,16634
14641,1313
10620,1002
12299,6023
7227,5368
7781,5368
17824,5368
18285,5368
18922,5368
20815,16634
14361,3995
17823,3631
18284,3631
18921,3631
9203,6023
9526,5368
10609,1002
11774,5368
12298,6023
7226,3631
7780,3631
14350,3995
9202,6023
9525,3631
10598,1002
11773,3631
12297,6023
7225,3631
7779,3631
17822,3631
18283,3631
18920,3631
14339,3995
9201,6023
12296,3075
14328,3995
10029,1067
12295,3075
14171,1261
15524,1903
9291,4347
14317,3995
9522,22426
12294,3075
14169,1261
9290,4347
14306,3995
9521,22426
12293,3075
14168,1261
9289,4347
14281,3995
9520,22426
12292,3075
9288,4347
10168,23890
10168,6156
9519,22426
10167,23890
10167,6156
9287,4347
10166,23890
10166,6156
9518,22426
10165,23890
10165,6156
9286,4347
10164,23890
10164,6156
14161,1261
10162,23890
10162,6156
10161,6156
13818,1079
10160,23890
10160,6156
10159,23890
10159,6156
13817,1079
10158,23890
10158,6156
10157,23890
10157,6156
13816,1079
10156,23890
10156,6156
10155,23890
10155,6156
13171,1185
13171,1152
13815,1079
13170,1185
13170,1152
13169,1185
13169,1152
8615,21308
13814,1079
8614,21308
10150,5637
10151,5637
10153,5637
10154,5637
10148,5637
8613,21308
10149,5637
8612,21308
10144,5637
10145,5637
13168,21829
8609,21308
8611,21308
10142,4296
10143,4296
13167,21829
13810,1079
13809,2371
8607,17303
8608,17303
10139,4296
10140,4296
13166,21829
14149,16652
17804,17695
14147,16652
8605,17303
8606,17303
9183,17686
10137,4296
10138,4296
13165,21829
14146,16652
17803,17695
14145,16652
8604,17303
9182,17686
10134,4296
10135,4296
10136,4296
13164,21829
14144,16652
17802,17695
15173,3962
8603,17303
9181,17686
10132,4296
10133,4296
13163,13535
14143,16652
16873,17686
15172,3962
8602,17303
9180,17686
9501,2577
13162,13535
14142,16652
15171,3962
17799,17695
8601,17303
9179,17686
13160,13535
14141,5059
10429,20946
15170,3962
8600,5958
9178,17686
13159,13535
14140,5059
17798,17695
15169,3962
8598,5958
9177,17686
13158,13535
13799,1079
14139,5059
17797,17695
11449,3962
11448,3962
17796,17695
6736,1228
8597,5958
9176,17686
10118,3171
10120,3171
10121,3171
10122,3171
10123,3171
10124,3171
10125,16018
10126,3171
10127,3171
10128,3171
10129,3171
10131,3171
10146,5637
10147,5637
13157,13535
13798,1079
14138,5059
9175,17686
13156,13535
14136,5059
13797,1079
8595,5958
8596,5958
9174,16018
13155,13535
14125,5059
17794,17695
17795,17695
20043,4478
14114,5059
9173,16018
20256,3440
14103,4202
8593,5958
8594,5958
9172,16018
