"price_id","comic_id","type","price"
"6e44d894-7c6b-4fb6-8b26-34fe377dc5f1",77176,"printPrice",3.99
"701ef5d7-3d06-4870-b3dd-a186b6617e32",76387,"printPrice",17.99
"6ce18280-6780-4815-a8a8-82c3a85e38da",81091,"printPrice",39.99
"41ccbff2-7875-4e59-86a8-80f288b03586",84563,"printPrice",1
"ebebd22f-0e77-4e6f-beb0-1f56306d352d",84136,"printPrice",3.99
"ed44ee69-eba2-4016-9b92-c90ec371f90f",84164,"printPrice",3.99
"b5ff10fb-e35c-42f5-939e-f4fa005ddab8",80038,"printPrice",3.99
"21dbc941-6263-4ecb-a09c-a27e2c5dbc86",76387,"printPrice",17.99
"648ef160-c9d4-490a-9ed0-07697973cf33",84153,"printPrice",4.99
"895dd660-8ea9-417e-b974-5286467da58b",84163,"printPrice",3.99
"745aebc8-4098-4702-a678-f0b6174c2fb9",85654,"printPrice",4.99
"0daadd01-704c-4fce-95f4-be238d6cabe6",84115,"printPrice",3.99
"58ad67eb-2bfc-40ba-be6a-780635c124c5",84198,"printPrice",3.99
"8b168d87-7974-4963-b031-29bd84c27d24",80461,"printPrice",4.99
"028d793a-45f9-4a7e-8d3b-544e277021ef",76795,"printPrice",3.99
"7a971512-4028-4e1c-91f1-8a6a78f12286",75760,"printPrice",15.99
"515f07fb-cf85-4080-9300-0c0f0fb38af8",84174,"printPrice",4.99
"2971e8cf-42cd-46ea-ac77-93037705106f",78629,"printPrice",3.99
"28d3bde9-12bd-4a80-8f27-327d513fd3cd",83800,"printPrice",17.99
"177fe744-3532-4cc7-b88d-7743829e175c",84038,"printPrice",15.99
"a8d9af29-1087-4ad4-8763-952948fc6ac8",84191,"printPrice",3.99
"e80876d2-96d9-4ffc-a91e-9aeae4807364",83977,"printPrice",4.99
"30a736bc-ce11-4067-82c1-61aaadf42b35",77993,"printPrice",4.99
"7ad0cb72-10b2-4630-80a7-99875bd7e86f",76160,"printPrice",3.99
"31159af4-9923-4b4d-becf-9a9b06bf8a20",83539,"printPrice",4.99
"ede8f488-a06a-46a6-a976-6e1891a16fab",78622,"printPrice",3.99
"0d4900f5-e3d3-4c02-a38c-f1b577381371",84286,"printPrice",4.99
"8319bbaf-8eff-4600-9ceb-b69932b91e7a",84207,"printPrice",4.99
"e8eae2c3-68ed-4aaf-a0b2-f6d5b1e3781b",84226,"printPrice",4.99
"3d744219-b06d-4a93-8477-508b85099d4c",77604,"printPrice",3.99
"8857feb9-8fff-41a1-bcd6-4caa61981d8e",74356,"printPrice",34.99
"1a007bc8-c83e-4ea5-b6f3-73a20b406e48",84130,"printPrice",3.99
"72823f17-7ec1-41f3-b0bd-e7288763ca20",77492,"printPrice",4.99
"d87576bd-ce13-41a7-af83-bf3ce2f05def",84114,"printPrice",3.99
"cf03c3bc-4ba3-4481-986b-242d516e7b9d",85729,"printPrice",0
"8bcacbfd-4563-4854-90ed-5e00dfe58d4d",84110,"printPrice",3.99
"40989e59-2374-44b2-a140-948ce0587dfb",76819,"printPrice",15.99
"6652db6f-09e4-4b44-a39a-5dc3e7c54e26",78696,"printPrice",4.99
"e9150cbc-9bf1-40c0-925b-be8bb2ff58f8",80557,"printPrice",3.99
"4c8c1184-5cdb-4702-9f74-ff038a84d36b",77090,"printPrice",15.99
"67100562-7848-4dfc-b81c-574fbadb8362",85960,"printPrice",3.99
"aa8ecffe-13b9-4937-9cdd-42985ba8629f",84224,"printPrice",4.99
"8613837d-b16c-47be-ae0a-f6ba6d2b891a",84129,"printPrice",3.99
"c4fd146a-fee1-4da3-b77a-320d41595ccc",80531,"printPrice",4.99
"e3dddb0c-0a8b-47ef-80c9-79f80869f043",77868,"printPrice",15.99
"0bf9ae1d-90b9-4dd3-9db5-d583395b5a1a",76412,"printPrice",17.99
"b09810fa-7d9c-4884-b9c7-5c175f1e117c",84282,"printPrice",4.99
"a29d58f9-9975-40ca-b8ca-2a104fffbc65",84108,"printPrice",3.99
"0a4dc90a-343c-41a1-bc2d-03b1fb6f7d1a",84283,"printPrice",4.99
"2874b4c8-b789-4e7d-835b-19a91583103b",85554,"printPrice",3.99
"1076c9b9-806b-45a5-8b2f-a832d4826f04",81328,"printPrice",125
"e92058b0-84e7-44ff-91d6-bae8cc44a772",84190,"printPrice",3.99
"34e6dfb6-1045-4b77-af5e-3749ae19abca",84196,"printPrice",3.99
"f824a3cb-bb85-4f87-9954-c6f57da909ed",77127,"printPrice",3.99
"df927d0e-3b67-4a27-a172-2119f48607b3",79761,"printPrice",3.99
"c9480501-75e7-43d3-8991-d7bc83f8480a",84285,"printPrice",4.99
"407638d5-8773-40f5-919c-f04b77f12399",82259,"printPrice",9.99
"b1851ba0-535f-427c-8cfd-c13a78217596",81176,"printPrice",3.99
"c005fce6-d838-4113-9de0-652e3e48c184",77862,"printPrice",3.99
"2202f112-e6fe-47a2-9181-ad5b0035c232",85555,"printPrice",3.99
"b7b1fae0-f8a2-4089-a99f-dbe3e1e4f5c0",78401,"printPrice",3.99
"c9402baf-c69f-444c-a8e5-2cdcd6b0923a",84109,"printPrice",3.99
"bd032bb0-17ac-4560-b121-46e499c8d5e7",77158,"printPrice",3.99
"d534391e-0c41-48ce-9fe0-384dff57b83e",84189,"printPrice",3.99
"6000a75e-b4eb-4ea0-a551-4f65cf798a08",85553,"printPrice",3.99
"9f14ae4a-a2bc-4a04-98e2-5aead3c5b48a",84284,"printPrice",4.99
"d4a2b1f5-70cd-4ef8-8c4c-4174e0bb451f",83550,"printPrice",4.99
"bee1963e-9dd6-4712-836e-3bdfb41ae611",78524,"printPrice",3.99
"f1eeae37-b515-4a34-84b4-ba7db2fb13ee",84128,"printPrice",3.99
"70c262b3-36c2-4b34-a5c3-ef8f67c0f5c6",84225,"printPrice",4.99
"b78a2384-02cb-43d7-a749-8ca2219cfc16",84227,"printPrice",4.99
"05db60db-976f-4d25-a6c5-2d366b30942e",83375,"printPrice",3.99
"ffd81006-ebdc-472f-a58d-94eadb9d4334",75854,"printPrice",3.99
"5df6e3ec-d15f-429e-b521-9fe0968d3275",73940,"printPrice",17.99
"f6ffa297-78ae-4e88-a388-af0bc3a6ccaf",81267,"printPrice",39.99
"b20685ea-d984-42b8-a169-6553217bfff4",84969,"printPrice",4.99
"57657544-35da-4255-8368-c8275a8e999b",84134,"printPrice",3.99
"8f9bd91d-75cb-4ea7-8465-750ee73a9d1e",83575,"printPrice",3.99
"ac702995-7c5f-4563-8de8-4008e4c49dde",82336,"printPrice",39.99
"0b67cffd-1956-478c-9544-1e3e4e5c9d48",81076,"printPrice",3.99
"6b75b2f0-df0f-4389-b964-01aee8804d07",83932,"printPrice",3.99
"2ca8d575-0585-4c63-9914-aec900ed4e4b",83935,"printPrice",3.99
"4620ba88-f065-4556-916f-0ebe8d5779aa",81272,"printPrice",39.99
"f9d6674e-120a-4838-a74d-0a8dc488132b",83576,"printPrice",3.99
"28c2e68a-1136-4b39-8281-b1b78f22ceef",76807,"printPrice",3.99
"2fd5763c-9bdf-42ec-b19e-ef2cf615f6e7",77495,"printPrice",4.99
"30c2bbae-1a64-4433-92be-ebcd6bdf12bd",83622,"printPrice",3.99
"c7b3c203-d43a-4d6c-8356-a687da77c536",71657,"printPrice",3.99
"d08ef28c-0de9-41d4-a210-2490a0b93ef6",80509,"printPrice",3.99
"7a8202b8-6be7-4942-a0c0-419b4a6970b7",77499,"printPrice",4.99
"f4ab9c1f-7a20-4221-be2b-c9d1b524bfe8",77344,"printPrice",3.99
"01f1ec88-660e-4a26-b338-6a29f3ec66f4",84178,"printPrice",3.99
"307aa970-aaed-4c43-8233-d280eded0dbd",83564,"printPrice",3.99
"c6cdbb21-1dd6-457e-8d07-9d4a5872ef9f",83936,"printPrice",3.99
"b6a92de6-adc6-4881-9f5f-4ded7406ce3f",76794,"printPrice",3.99
"9957ef8b-bd84-4494-b8f8-37065b99b136",83928,"printPrice",3.99
"958bae4f-45f6-4ea1-8d55-6eb7a36ba0bb",77847,"printPrice",3.99
"612f09ec-36cb-404a-882a-5035cb8096c1",83563,"printPrice",3.99
"46deae02-5e12-4c69-9abf-199c4cd74377",83629,"printPrice",3.99
"12265f89-98a8-416c-9ff5-70fefd2d9c8a",81143,"printPrice",75
"ff08c47f-cba2-4efe-8151-00c42c74d964",83628,"printPrice",3.99
"2b3820bb-6da7-4b12-8db2-2d55a0470b0a",71755,"printPrice",4.99
"36888c35-44f9-448b-980a-bad8caabd613",80591,"printPrice",3.99
"d3448b56-1490-4c67-9a50-8951f1329801",84014,"printPrice",3.99
"ac158fde-9d02-4281-8fa4-940b2074bc69",77344,"printPrice",3.99
"90bf0d32-4543-4bd0-bcb5-7baf72ca946b",83593,"printPrice",3.99
"642a45b6-e6e6-400e-a1ff-7568c7ea7f30",83262,"printPrice",3.99
"57d2a376-0668-480b-9aa4-2029e4c72d9e",77823,"printPrice",3.99
"8b89580a-a2eb-4947-886a-16edc89db19b",83629,"printPrice",3.99
"77472a3a-08de-4e58-a4ec-0c580771b50e",83594,"printPrice",3.99
"18fb3a9b-7dfd-4e5b-83ef-1ba1f77804a7",83563,"printPrice",3.99
"70ad91fe-76ed-4283-9cd3-5e8590f9fdb1",84031,"printPrice",3.99
"6505a41c-d385-4ad9-a607-765a639c9feb",76747,"printPrice",3.99
"bb26e3f4-fbaf-449e-8fed-6f86cca1077e",79748,"printPrice",3.99
"94678c6d-810b-447b-9dfd-bac0ddb4d032",84100,"printPrice",1
"f926459b-c187-49b3-833f-321b06651287",80591,"printPrice",3.99
"971afdeb-4a5e-4c58-9eb9-10d948b95a69",76762,"printPrice",3.99
"f84d9935-395a-4fa0-af71-9c8761d930c6",77495,"printPrice",4.99
"a5ffe501-d265-4b99-b772-3376afc0077d",81076,"printPrice",3.99
"6e8f1a58-dec9-4a5b-bab0-f9e7893084c1",84178,"printPrice",3.99
"fb1b6533-3cd1-4e6d-b5ff-a38c11f8e679",84013,"printPrice",3.99
"4a23d8f1-cd75-445b-a2b0-c232ac8eeddb",83932,"printPrice",3.99
"7d77e17e-b4e8-4876-8db9-24222d02b3ae",83541,"printPrice",4.99
"866ad7aa-fe2f-48e1-a168-25214950ddcf",84259,"printPrice",4.99
"f4c777d1-f991-4d8c-a616-0f10e53d5ccf",77447,"printPrice",3.99
"8a3f5eb2-3784-4376-a686-ace4ff834d3e",83542,"printPrice",4.99
"9aac40a9-ce36-47a8-93e4-a5d37089652d",81143,"printPrice",75
"d7b8a486-25c1-453e-9090-4600cd186420",79760,"printPrice",3.99
"243a0c4c-525b-42a9-b089-1c8656e05cb6",77493,"printPrice",4.99
"771da7c0-5b8e-47ef-adb7-3d992295a0da",84436,"printPrice",4.99
"05e2e9d0-8675-4c7b-8029-c704cdcaf09f",81327,"printPrice",3.99
"6ec90322-f68c-4a0e-a8c1-c40a0d998650",83564,"printPrice",3.99
"df0c1533-d5b5-4e87-b074-c24f40ced6ed",80446,"printPrice",39.99
"ba2794a0-1902-4971-a2de-245bb2b7c82e",82292,"printPrice",9.99
"cb68f731-4d5f-4ab1-ba3b-21a60c1d164a",83628,"printPrice",3.99
"7075e686-a994-4e53-bde4-d4569dbd61f2",79920,"printPrice",3.99
"9ee049cf-7fa2-4c55-aa96-817873f10b82",83928,"printPrice",3.99
"a19cea2b-0385-4f99-a035-00949f0ef91f",81255,"printPrice",39.99
"d133deaf-bcda-4d24-9ceb-2a5be7b861e5",84092,"printPrice",1
"9a1552b3-7f32-4148-8deb-3e535c3dceb0",77847,"printPrice",3.99
"c9a39b89-2742-47a1-96e7-be7ad5a34aef",81272,"printPrice",39.99
"50902c57-cc04-4fb3-ac03-f9ec840bdb74",83592,"printPrice",3.99
"1baf7c65-dc70-4113-92d2-b85dd3ac5ce9",84327,"printPrice",3.99
"3b3830b8-b2e3-4bd7-9533-e835f5971177",77499,"printPrice",4.99
"ef45791e-1ba1-4e06-bafd-de3af1e1dc87",83587,"printPrice",4.99
"950874c3-e237-4350-8f29-7359428df024",76807,"printPrice",3.99
