"comic_id","variant_id"
60348,56567
61081,52567
61081,61082
61138,57240
61139,57265
61182,56592
61182,61210
61194,52652
61195,55772
61195,60087
61195,61202
61198,56093
61202,55772
61202,60087
61202,61195
61210,56592
61210,61182
61218,56207
61235,57336
61235,61236
61236,57336
61236,61235
52567,61081
52567,61082
55316,61179
55344,61196
55475,61212
55798,61189
55798,61233
57071,61192
57219,61197
57957,61193
58682,58878
58682,59179
58682,59453
58879,59754
58879,58683
58879,59180
58879,59454
58989,59761
59180,59754
59180,58683
59180,58879
59180,59454
59343,60287
59343,60288
59454,59754
59454,58683
59454,58879
59454,59180
59611,59728
59628,60575
59628,59747
59728,59611
59747,60575
59747,59628
59761,58989
59874,60036
60036,59874
60043,61228
60043,61229
60287,59343
60287,60288
60288,59343
60288,60287
60575,59628
60575,59747
61179,55316
61189,55798
61189,61233
61192,57071
61193,57957
61196,55344
61197,57219
61212,55475
61228,60043
61228,61229
61229,60043
61229,61228
61233,55798
61233,61189
55702,61136
55806,60235
56020,61120
56082,56841
56082,61944
56082,61184
56841,61944
56841,56082
56841,61184
57106,61132
57387,59439
57387,61180
57387,61222
59000,61213
59439,57387
59439,61180
59439,61222
59605,59721
59615,59733
59615,60573
59721,59605
59733,59615
59733,60573
60235,55806
60573,59615
60573,59733
61136,55702
61180,57387
61180,59439
61180,61222
61184,56082
61184,56841
61184,61944
61191,56126
61213,59000
61222,57387
61222,59439
61222,61180
61944,56082
61944,61184
61944,56841
62685,60625
55367,61178
55367,61205
55425,60216
55425,59540
55534,61188
55534,61214
55582,61023
55582,61024
55582,61190
55651,61133
56060,61200
56720,61183
57991,59984
59540,55425
59540,60216
59965,60352
59984,57991
59997,60031
59997,60242
60031,59997
60031,60242
60216,59540
60216,55425
60242,59997
60242,60031
60297,60710
60352,59965
60384,60302
60384,60385
60385,60302
60385,60384
60710,60297
61023,55582
61023,61024
61023,61190
61024,55582
61024,61023
61024,61190
61082,52567
61082,61081
61120,56020
61132,57106
61133,55651
61178,55367
61178,61205
61183,56720
61188,55534
61188,61214
61190,55582
61190,61023
61190,61024
61200,56060
61205,55367
61205,61178
61214,55534
61214,61188
55315,60277
55343,60370
55606,60230
55687,60320
55701,60321
56125,60227
56225,60143
57367,60271
58988,59760
59574,55405
59574,59928
59574,59929
59574,59930
59574,59931
59574,59932
59574,59933
59574,59934
59574,59935
59574,60282
59574,60350
59610,59727
59727,59610
59760,58988
59928,55405
59928,59574
59928,59929
59928,59930
59928,59931
59928,59932
59928,59933
59928,59934
59928,59935
59928,60282
59928,60350
59929,55405
59929,59574
59929,59928
59929,59930
59929,59931
59929,59932
59929,59933
59929,59934
59929,59935
59929,60282
59929,60350
59930,55405
59930,59574
59930,59928
59930,59929
59930,59931
59930,59932
59930,59933
59930,59934
59930,59935
59930,60282
59930,60350
59931,55405
59931,59574
59931,59928
59931,59929
59931,59930
59931,59932
59931,59933
59931,59934
59931,59935
59931,60282
59931,60350
59932,55405
59932,59574
59932,59928
59932,59929
59932,59930
59932,59931
59932,59933
59932,59934
59932,59935
59932,60282
59932,60350
59933,55405
59933,59574
59933,59928
59933,59929
59933,59930
59933,59931
59933,59932
59933,59934
59933,59935
59933,60282
59933,60350
59934,55405
59934,59574
59934,59928
59934,59929
59934,59930
59934,59931
59934,59932
59934,59933
59934,59935
59934,60282
59934,60350
59935,55405
59935,59933
59935,59934
59935,60282
59935,60350
59935,59574
59935,59928
59935,59929
59935,59930
59935,59931
59935,59932
59973,52698
59973,59974
59973,60002
59974,52698
59974,59973
59974,60002
60002,52698
60002,59973
60002,59974
60143,56225
60230,55606
60271,57367
60277,55315
60282,55405
60282,59933
60282,59934
60282,59935
60282,60350
60282,59574
60282,59928
60282,59929
60282,59930
60282,59931
60282,59932
60350,55405
60350,59574
60350,59928
60350,59929
60350,59930
60350,59931
60350,59932
60350,59933
60350,59934
60350,59935
60350,60282
60370,55343
52698,59974
52698,60002
52698,59973
74320,82967
74320,82965
74320,82970
74320,82969
74320,74697
74320,72736
74320,75668
74320,65364
74320,65158
74320,65028
74320,75662
74320,73776
55445,60217
55545,60296
55771,60086
55771,60323
55771,60324
56081,56840
56081,60212
56840,56081
56840,60212
57300,60386
59018,59591
59353,60226
59591,59018
60086,55771
60086,60323
60086,60324
60142,56092
60212,56081
60212,56840
60217,55445
60226,59353
60227,56125
60296,55545
60321,55701
60323,55771
60323,60086
60323,60324
60324,55771
60324,60086
60324,60323
60386,57300
55797,60225
56224,60234
56442,60195
56566,60280
57956,60229
57990,59983
58878,58682
58878,59179
58878,59453
58999,60219
59179,58682
59179,58878
59179,59453
59453,58682
59453,58878
59453,59179
59604,59720
59609,59726
59614,59732
59627,59746
59720,59604
59726,59609
59732,59614
59746,59627
59983,57990
60195,56442
60219,58999
60225,55797
60229,57956
60234,56224
60280,56566
60320,55687
62130,58676
62130,62024
55314,60197
55366,60196
55404,59573
56019,60274
56157,60228
56241,60275
56719,60211
57386,60199
57386,59438
57386,60200
57386,60258
57386,60259
57386,61335
59342,60285
59438,57386
59438,60199
59438,60200
59438,60258
59438,60259
59438,61335
59573,55404
59964,60351
60196,55366
60197,55314
60199,57386
60199,59438
60199,60200
60199,60258
60199,60259
60199,61335
60200,57386
60200,60199
60200,59438
60200,60258
60200,60259
60200,61335
60211,56719
60228,56157
60258,57386
60258,60199
60258,59438
60258,60200
60258,60259
60258,61335
60259,57386
60259,60199
60259,59438
60259,60200
60259,60258
60259,61335
60274,56019
60275,56241
60285,59342
60322,52566
60351,59964
60467,60480
60467,60481
60467,61341
60480,60467
60480,60481
60480,61341
60481,60467
60481,60480
60481,61341
61335,60259
61335,57386
61335,60199
61335,59438
61335,60200
61335,60258
61341,60467
61341,60480
61341,60481
62001,58405
62001,58716
62001,58717
62001,58718
62026,55313
62026,61155
62026,61156
52566,60322
55424,60068
56080,56839
56839,56080
57218,60325
58987,59759
59622,59740
59740,59622
59759,58987
59873,60035
59996,60030
59996,61338
59996,61790
60030,59996
60030,61338
60030,61790
60035,59873
60068,55424
60094,52870
60325,57218
61338,59996
61338,60030
61338,61790
61790,60030
61790,61338
61790,59996
61913,52869
61913,59801
61913,59894
52870,60094
73776,82967
73776,82965
73776,82970
73776,82969
73776,74697
73776,72736
73776,75668
73776,65364
73776,65158
73776,65028
73776,75662
73776,74320
55365,60053
55444,60069
55506,61230
55796,60073
56223,60007
56223,60079
56496,59852
57385,59527
57385,59096
57385,60056
57868,59205
57868,59914
57868,60057
58410,58725
58410,59922
58410,61186
58681,58877
58681,59178
58681,59452
58725,58410
58725,59922
58725,61186
58877,58681
58877,59178
58877,59452
59017,60140
59017,59590
59096,59527
59096,57385
59096,60056
59178,58681
59178,58877
59178,59452
59205,57868
59205,59914
59205,60057
59452,58681
59452,58877
59452,59178
59590,59017
59590,60140
59608,59725
59725,59608
59852,56496
59914,57868
59914,59205
59914,60057
59922,58410
59922,58725
59922,61186
60007,56223
60007,60079
60053,55365
60056,59527
60056,57385
60056,59096
60057,57868
60057,59205
60057,59914
60069,55444
60073,55796
60079,56223
60079,60007
60140,59017
60140,59590
61186,58410
61186,58725
61186,59922
61230,55506
61847,57383
55342,60078
55403,59572
55747,60115
55747,60139
55770,59994
55828,58961
56058,60095
57238,59241
58768,59227
58961,55828
59227,58768
59241,57238
59572,55403
59963,60064
59963,60065
59963,60127
59963,60128
59994,55770
60064,59963
60064,60065
60064,60127
60064,60128
60065,59963
60065,60064
60065,60127
60065,60128
60078,55342
60095,56058
60115,55747
60115,60139
60127,60128
60127,59963
60127,60064
60127,60065
60128,59963
60128,60064
60128,60065
60128,60127
60139,60115
60139,55747
61774,58679
55473,60070
56079,56838
56079,60063
56155,59548
56155,60075
56240,60052
56838,56079
56838,60063
58680,58876
58680,59451
58680,61329
58680,59177
58680,60379
58876,58680
58876,59451
58876,61329
58876,59177
58876,60379
59177,58680
59177,58876
59177,59451
59177,61329
59177,60379
59451,58680
59451,58876
59451,61329
59451,59177
59451,60379
59603,59719
59719,59603
60052,56240
60063,56079
60063,56838
60070,55473
60074,60134
60075,59548
60075,56155
60134,60074
60379,58680
60379,58876
60379,59451
60379,61329
60379,59177
61329,58680
61329,58876
61329,59451
61329,59177
61329,60379
61339,52562
55313,62026
55313,61155
55313,61156
55532,60072
57217,59238
57989,59982
59238,57217
59621,59738
59621,59916
59621,60121
59621,61160
59626,59745
59738,59621
59738,59916
59738,60121
59738,61160
59745,59626
59872,60034
59916,59621
59916,59738
59916,60121
59916,61160
59971,52697
59971,59972
59972,52697
59972,59971
59982,57989
60034,59872
60072,55532
60121,59621
60121,59738
60121,59916
60121,61160
61155,62026
61155,61156
61155,55313
61156,62026
61156,55313
61156,61155
61160,59621
61160,59738
61160,59916
61160,60121
61201,61207
61201,61208
61201,57864
61207,61201
61207,61208
61207,57864
61208,61201
61208,61207
61208,57864
61234,57215
52697,59971
52697,59972
55402,59571
56187,59767
56187,59768
56589,59781
57384,59095
57384,59200
57866,59204
58409,58723
58409,59834
58723,58409
58723,59834
59095,57384
59095,59200
59200,57384
59200,59095
59204,57866
59554,52564
59571,55402
59767,56187
59767,59768
59768,56187
59768,59767
59781,56589
59801,61913
59801,52869
59801,59894
59834,58409
59834,58723
59894,61913
59894,52869
59894,59801
52564,59554
52869,61913
52869,59801
52869,59894
58679,61774
56440,59863
57215,61234
58676,62130
58676,62024
59863,56440
62024,62130
62024,58676
57864,61201
57864,61207
57864,61208
54768,52353
54768,54769
57383,61847
52353,54768
52353,54769
52562,61339
55660,58247
58247,55660
56201,58337
56201,58810
56201,58811
56494,58644
56561,58660
56561,58661
56561,58662
56561,58663
56561,58664
56714,58684
57021,58758
57359,57360
57359,58819
57359,58820
57360,57359
57360,58819
57360,58820
58337,58810
58337,58811
58337,56201
58644,56494
58660,56561
58660,58661
58660,58662
58660,58663
58660,58664
58661,56561
58661,58660
58661,58662
58661,58663
58661,58664
58662,56561
58662,58660
58662,58661
58662,58663
58662,58664
58663,58662
58663,58664
58663,56561
58663,58660
58663,58661
58664,56561
58664,58660
58664,58661
58664,58662
58664,58663
58684,56714
58758,57021
58810,56201
58810,58337
58810,58811
58811,58337
58811,58810
58811,56201
58819,57359
58819,57360
58819,58820
58820,57359
58820,57360
58820,58819
55090,58806
55360,58643
55486,58638
55766,58801
55766,58802
55766,58803
55766,58925
55824,56678
56086,58809
56607,58666
56607,58667
56678,55824
57065,58779
57259,58815
57782,57783
57782,58411
57782,58729
57782,58730
57783,57782
57783,58411
57783,58729
57783,58730
58411,57782
58411,57783
58411,58729
58411,58730
58638,55486
58666,56607
58666,58667
58667,56607
58667,58666
58729,57782
58729,57783
58729,58411
58729,58730
58730,57782
58730,57783
58730,58411
58730,58729
58779,57065
58801,55766
58801,58802
58801,58803
58801,58925
58802,55766
58802,58801
58802,58803
58802,58925
58803,55766
58803,58801
58803,58802
58803,58925
58806,55090
58809,56086
58815,57259
58925,55766
58925,58801
58925,58802
58925,58803
55089,58805
55440,58707
55440,58708
55440,58709
55440,58710
55538,56978
55538,58731
55538,58732
55538,58733
55743,57176
56168,58797
56412,58414
56412,58639
56412,58640
56586,58665
56586,59070
56978,55538
56978,58731
56978,58732
56978,58733
57100,58787
57176,55743
57950,58563
58414,56412
58414,58639
58414,58640
58508,51722
58508,58693
58508,58694
58563,57950
58639,56412
58639,58414
58639,58640
58640,56412
58640,58414
58640,58639
58643,55360
58665,56586
58665,59070
58693,51722
58693,58508
58693,58694
58694,51722
58694,58508
58694,58693
58707,55440
58707,58708
58707,58709
58707,58710
58708,55440
58708,58707
58708,58709
58708,58710
58709,58707
58709,58708
58709,58710
58709,55440
58710,55440
58710,58707
58710,58708
58710,58709
58731,56978
58731,55538
58731,58732
58731,58733
58732,56978
58732,55538
58732,58731
58732,58733
58733,56978
58733,55538
58733,58731
58733,58732
58787,57100
58797,56168
58805,55089
58817,52864
59070,56586
59070,58665
51722,58508
51722,58693
51722,58694
52864,58817
55087,55215
55087,58804
55215,55087
55215,58804
55307,58645
55307,58646
55307,58647
55420,58703
55420,58704
55469,58713
55469,58714
55469,58715
55469,58824
55601,58781
55682,58791
55720,58792
55720,58793
55792,58753
56031,58016
56120,58761
56219,58816
56437,58641
56789,58655
58016,56031
58219,58289
58219,58754
58219,58755
58219,58756
58219,58757
58251,52561
58289,58219
58289,58754
58289,58755
58289,58756
58289,58757
58405,62001
58405,58716
58405,58717
58405,58718
58641,56437
58645,55307
58645,58646
58645,58647
58646,58647
58646,55307
58646,58645
58647,55307
58647,58645
58647,58646
58655,56789
58713,55469
58713,58714
58713,58715
58713,58824
58714,55469
58714,58713
58714,58715
58714,58824
58715,55469
58715,58713
58715,58714
58715,58824
58716,62001
58716,58405
58716,58717
58716,58718
58717,62001
58717,58405
58717,58716
58717,58718
58718,62001
58718,58405
58718,58716
58718,58717
58753,55792
58754,58219
58754,58289
58754,58755
58754,58756
58754,58757
58755,58756
58755,58757
58755,58219
58755,58289
58755,58754
58756,58219
58756,58289
58756,58754
58756,58755
58756,58757
58757,58219
58757,58289
58757,58754
58757,58755
58757,58756
58761,56120
58781,55601
58791,55682
58792,55720
58792,58793
58793,55720
58793,58792
58804,55087
58804,55215
58816,56219
58824,55469
58824,58713
58824,58714
58824,58715
52561,58251
55373,55914
55373,58344
55373,58656
55373,58657
55373,58658
55528,58737
55695,58614
55695,59117
55914,55373
55914,58344
55914,58656
55914,58657
55914,58658
56014,58192
56014,58637
56014,58013
56072,58691
56072,58692
56072,56831
56072,58690
56150,58237
56150,58613
56831,56072
56831,58690
56831,58691
56831,58692
57833,58652
58013,56014
58013,58192
58013,58637
58192,56014
58192,58013
58192,58637
58237,56150
58237,58613
58344,55914
58344,55373
58344,58656
58344,58657
58344,58658
58613,56150
58613,58237
58614,59117
58614,55695
58637,56014
58637,58013
58637,58192
58652,57833
58656,55914
58656,55373
58656,58344
58656,58657
58656,58658
58657,58658
58657,55914
58657,55373
58657,58344
58657,58656
58658,55914
58658,55373
58658,58344
58658,58656
58658,58657
58690,56831
58690,58691
58690,58692
58690,56072
58691,56072
58691,56831
58691,58690
58691,58692
58692,56072
58692,56831
58692,58690
58692,58691
58703,55420
58703,58704
58704,55420
58704,58703
58737,55528
59117,55695
59117,58614
54756,57459
55336,58257
56200,58259
56493,58018
56713,58203
57064,58239
57293,58490
57459,54756
58018,56493
58203,56713
58239,57064
58259,56200
58490,57293
55658,58246
55742,58482
55742,57175
55765,58483
55765,58484
55765,58552
55765,58566
55791,58214
55791,58158
57175,58482
57175,55742
57183,58256
57948,58966
57948,58462
57948,58461
57948,58460
57948,58459
57948,58375
57948,59328
57948,58498
58158,58214
58158,55791
58214,58158
58214,55791
58246,55658
58256,57183
58257,55336
58260,58554
58260,58555
58260,52863
58375,58498
58375,58966
58375,58462
58375,58461
58375,58460
58375,58459
58375,57948
58375,59328
58459,58498
58459,58966
58459,58462
58459,58461
58459,58460
58459,58375
58459,57948
58459,59328
58460,58498
58460,58966
58460,58462
58460,58461
58460,58459
58460,58375
58460,57948
58460,59328
58461,58498
58461,58966
58461,58462
58461,58460
58461,58459
58461,58375
58461,57948
58461,59328
58462,59328
58462,58498
58462,58966
58462,58461
58462,58460
58462,58459
58462,58375
58462,57948
58482,57175
58482,55742
58483,58484
58483,58552
58483,58566
58483,55765
58484,58483
58484,58552
58484,58566
58484,55765
58498,58966
58498,58462
58498,58461
58498,58460
58498,58459
58498,58375
58498,57948
58498,59328
58552,58483
58552,58484
58552,58566
58552,55765
58554,58555
58554,58260
58554,52863
58555,58554
58555,58260
58555,52863
58566,58483
58566,58484
58566,58552
58566,55765
58966,58498
58966,58462
58966,58461
58966,58460
58966,58459
58966,58375
58966,57948
58966,59328
59210,51682
59211,51683
59237,55763
59239,56084
59319,55300
59320,55822
59321,56069
59322,55418
59323,55437
59328,58462
59328,58461
59328,58460
59328,58459
59328,58375
59328,57948
59328,58498
59328,58966
59329,55679
59330,55741
59333,57257
52863,58554
52863,58555
52863,58260
54769,54768
54769,52353
55358,58195
55485,58193
55680,58248
56030,58015
56071,59097
56071,58418
56071,58449
56071,58450
56071,56830
56085,58258
56085,58392
56119,58231
56149,58236
56149,58235
56233,58184
56233,58505
56233,58504
56436,58194
56830,59097
56830,58418
56830,58449
56830,58450
56830,56071
57080,58241
57349,58402
58015,56030
58184,58505
58184,58504
58184,56233
58193,55485
58194,56436
58195,55358
58231,56119
58235,58236
58235,56149
58236,58235
58236,56149
58241,57080
58248,55680
58250,58481
58250,52559
58258,56085
58258,58392
58392,58258
58392,56085
58402,57349
58418,59097
58418,58449
58418,58450
58418,56830
58418,56071
58449,59097
58449,58418
58449,58450
58449,56830
58449,56071
58450,58449
58450,56830
58450,56071
58450,59097
58450,58418
58481,58250
58481,52559
58504,58184
58504,58505
58504,56233
58505,58184
58505,58504
58505,56233
59074,56231
59097,58449
59097,58450
59097,56830
59097,56071
59097,58418
59108,56558
59109,56710
59109,56711
59109,57658
59110,56068
59110,56827
59111,55788
59111,58093
59112,57018
59113,55333
59165,56432
59168,56604
59171,52557
59171,55974
52559,58250
52559,58481
55305,58196
55419,58204
55501,58208
55501,57663
55527,58454
55527,58512
55527,58513
55527,58209
55599,58376
55693,58479
55693,58249
55693,57126
55693,55973
55823,57887
55823,56677
55973,58249
55973,57126
55973,55693
55973,58479
56013,58012
56051,57481
56585,58346
56585,58199
56677,57887
56677,55823
57099,58378
57126,58479
57126,58249
57126,55973
57126,55693
57141,58382
57312,58262
57481,56051
57663,58208
57663,55501
57887,56677
57887,55823
58012,56013
58196,55305
58199,58346
58199,56585
58204,55419
58208,57663
58208,55501
58209,58454
58209,58512
58209,58513
58209,55527
58249,58479
58249,57126
58249,55973
58249,55693
58262,57312
58346,58199
58346,56585
58356,58452
58356,58453
58356,58507
58356,51720
58360,58361
58361,58360
58376,55599
58378,57099
58382,57141
58452,58453
58452,58507
58452,58356
58452,51720
58453,58452
58453,58507
58453,58356
58453,51720
58454,58512
58454,58513
58454,58209
58454,55527
58479,55693
58479,58249
58479,57126
58479,55973
58507,58452
58507,58453
58507,58356
58507,51720
58512,58454
58512,58513
58512,58209
58512,55527
58513,58454
58513,58512
58513,58209
58513,55527
58973,55821
58974,56067
58974,57689
58975,55466
58978,55678
58981,57255
59054,55639
59054,57116
59054,58098
59059,55737
59059,55980
59059,57172
59064,52485
51720,58452
51720,58453
51720,58507
51720,58356
55357,58134
55357,58135
56148,56262
56148,58232
56148,58233
56148,58234
56148,58778
56166,58252
56199,58393
56262,56148
56262,58232
56262,58233
56262,58234
56262,58778
56410,58017
56504,58343
56605,58200
56712,58201
56712,58202
57019,58366
57292,58400
58017,56410
58134,55357
58134,58135
58135,55357
58135,58134
58200,56605
58201,56712
58201,58202
58202,56712
58202,58201
58232,56148
58232,56262
58232,58233
58232,58234
58232,58778
58233,56148
58233,56262
58233,58232
58233,58234
58233,58778
58234,56148
58234,56262
58234,58232
58234,58233
58234,58778
58252,56166
58343,56504
58366,57019
58393,56199
58400,57292
58778,58233
58778,58234
58778,56148
58778,56262
58778,58232
58869,56430
58873,56603
58883,55435
58891,57042
58891,58095
58894,58102
58894,58104
58894,57137
58895,52664
59119,55304
59121,55500
59122,57043
59123,57730
59124,55597
59125,55717
59126,57139
59155,52456
55437,59323
55679,59329
55741,59330
57257,59333
51683,59211
55304,59119
55418,59322
55500,59121
55597,59124
55717,59125
55763,59237
55822,59320
55974,59171
55974,52557
56012,56380
56012,56763
56012,57628
56012,57676
56069,59321
56084,59239
56380,56012
56380,56763
56380,57628
56380,57676
56763,56012
56763,56380
56763,57628
56763,57676
57043,59122
57139,59126
57628,56012
57628,56380
57628,56763
57628,57676
57676,56012
57676,56380
57676,56763
57676,57628
57730,59123
52557,59171
52557,55974
56432,59165
56604,59168
51682,59210
55333,59113
56068,59110
56068,56827
56558,59108
56710,59109
56710,56711
56710,57658
56711,59109
56711,56710
56711,57658
56827,59110
56827,56068
57018,59112
57658,59109
57658,56710
57658,56711
55639,59054
55639,57116
55639,58098
55737,59059
55737,55980
55737,57172
55788,59111
55788,58093
55980,59059
55980,55737
55980,57172
56117,57027
56117,57728
56231,59074
57027,56117
57027,57728
57116,59054
57116,55639
57116,58098
57172,59059
57172,55737
57172,55980
57728,56117
57728,57027
58093,59111
58093,55788
58098,59054
58098,55639
58098,57116
52485,59064
55466,58975
55678,58978
55716,57740
55821,58973
56067,58974
56067,57689
56215,58111
56785,58075
56785,57653
56907,57707
57094,57096
57094,57737
57096,57094
57096,57737
57255,58981
57653,56785
57653,58075
57689,58974
57689,56067
57707,56907
57737,57096
57737,57094
57740,55716
57777,57778
57777,57779
57778,57777
57778,57779
57779,57777
57779,57778
58075,56785
58075,57653
58111,56215
52456,59155
55417,58085
55435,58883
55499,56924
56083,58108
56083,57599
56230,56774
56230,56775
56406,56407
56406,56408
56406,56768
56406,57649
56406,57850
56407,56406
56407,56408
56407,56768
56407,57649
56407,57850
56408,56406
56408,56407
56408,56768
56408,57649
56408,57850
56708,56709
56708,56821
56708,57549
56708,57553
56708,57657
56708,58083
56709,58083
56709,56708
56709,56821
56709,57549
56709,57553
56709,57657
56768,56406
56768,56407
56768,56408
56768,57649
56768,57850
56774,56230
56774,56775
56775,56230
56775,56774
56821,56708
56821,56709
56821,57549
56821,57553
56821,57657
56821,58083
56889,58086
56889,58087
56924,55499
57042,58891
57042,58095
57075,57076
57075,57597
57075,57775
57075,58097
57076,57597
57076,57775
57076,58097
57076,57075
57137,58894
57137,58102
57137,58104
57309,58113
57549,56708
57549,56709
57549,56821
57549,57553
57549,57657
57549,58083
57553,56708
57553,56709
57553,56821
57553,57549
57553,57657
57553,58083
57597,57075
57597,57076
57597,57775
57597,58097
57599,56083
57599,58108
57649,56406
57649,56407
57649,56408
57649,56768
57649,57850
57657,56708
57657,56709
57657,56821
57657,57549
57657,57553
57657,58083
57775,57075
57775,57076
57775,57597
57775,58097
57850,56406
57850,56407
57850,56408
57850,56768
57850,57649
58083,56709
58083,56821
58083,57549
58083,57553
58083,57657
58083,56708
58085,55417
58086,58087
58086,56889
58087,58086
58087,56889
58095,58891
58095,57042
58097,57075
58097,57076
58097,57597
58097,57775
58102,58894
58102,57137
58102,58104
58104,58894
58104,57137
58104,58102
58108,56083
58108,57599
58113,57309
52664,58895
55637,57115
56197,57475
56430,58869
56603,58873
57014,57016
57014,57017
57016,57014
57016,57017
57017,57014
57017,57016
57115,55637
57288,57289
57288,57290
57288,57415
57288,58399
57289,57288
57289,57290
57289,57415
57289,58399
57290,57288
57290,57289
57290,57415
57290,58399
57415,57288
57415,57289
57415,57290
57415,58399
57475,56197
58399,57288
58399,57289
58399,57290
58399,57415
55786,55986
55986,55786
56116,56261
56116,57024
56116,57026
56164,57135
56164,57134
56180,56267
56180,57474
56261,56116
56261,57024
56261,57026
56267,56180
56267,57474
56781,56783
56781,57381
56781,56782
56782,56781
56782,56783
56782,57381
56783,56781
56783,56782
56783,57381
57024,56116
57024,56261
57024,57026
57026,57024
57026,56116
57026,56261
57134,56164
57134,57135
57135,56164
57135,57134
57381,56781
57381,56782
57381,56783
57474,56180
57474,56267
55351,55353
55353,55351
55480,56403
55480,56404
55480,56766
55849,56933
55849,56934
55849,57400
56403,55480
56403,56404
56403,56766
56404,55480
56404,56403
56404,56766
56424,56425
56425,56424
56601,56602
56601,56816
56602,56601
56602,56816
56766,55480
56766,56403
56766,56404
56816,56601
56816,56602
56933,55849
56933,56934
56933,57400
56934,55849
56934,56933
56934,57400
57251,57253
57251,57477
57253,57251
57253,57477
57325,57326
57326,57325
57400,55849
57400,56933
57400,56934
57477,57251
57477,57253
53312,53715
53312,53716
53715,53312
53715,53716
53716,53312
53716,53715
55301,57425
55433,55928
55433,56877
55433,56878
55498,55937
55498,56922
55498,57509
55498,57795
55524,56977
55819,56671
55819,56672
55819,56819
55928,55433
55928,56877
55928,56878
55937,55498
55937,56922
55937,57509
55937,57795
56065,56738
56065,56822
56065,57435
56671,55819
56671,56672
56671,56819
56672,55819
56672,56671
56672,56819
56738,56065
56738,56822
56738,57435
56819,55819
56819,56671
56819,56672
56822,56065
56822,56738
56822,57435
56862,56864
56862,57398
56862,57442
56864,56862
56864,57398
56864,57442
56877,55433
56877,55928
56877,56878
56878,55433
56878,55928
56878,56877
56903,56905
56903,57446
56903,58153
56905,56903
56905,57446
56905,58153
56922,55498
56922,55937
56922,57509
56922,57795
56977,55524
57039,57040
57039,57041
57039,57462
57040,57039
57040,57041
57040,57462
57041,57039
57041,57040
57041,57462
57398,56862
57398,56864
57398,57442
57425,55301
57435,56065
57435,56738
57435,56822
57442,56862
57442,56864
57442,57398
57446,56903
57446,56905
57446,58153
57462,57039
57462,57040
57462,57041
57498,61144
57509,55937
57509,56922
57509,57795
57509,55498
57795,55498
57795,55937
57795,56922
57795,57509
58153,56903
58153,56905
58153,57446
61144,57498
56196,56269
56269,56196
56497,56498
56497,56500
56498,56497
56498,56500
56500,56497
56500,56498
56925,56927
56925,56928
56925,56930
56927,56925
56927,56928
56927,56930
56928,56925
56928,56927
56928,56930
56930,56925
56930,56927
56930,56928
57034,57035
57035,57034
52856,62779
52856,55994
54754,56984
54754,56990
55300,59319
55329,55910
55329,57205
55329,57206
55847,57114
55910,55329
55910,57205
55910,57206
55994,62779
55994,52856
56984,54754
56984,56990
56990,54754
56990,56984
57114,55847
57205,55329
57205,55910
57205,57206
57206,55329
57206,55910
57206,57205
51207,56382
51582,56633
52253,57029
53722,56847
54739,56884
55462,55934
55462,56890
55462,56891
55462,56892
55462,56893
55674,57118
55711,57127
55711,57129
55934,56892
55934,56893
55934,55462
55934,56890
55934,56891
56213,57271
56382,51207
56549,56550
56549,56551
56549,56552
56549,56553
56550,56549
56550,56551
56550,56552
56550,56553
56551,56549
56551,56550
56551,56552
56551,56553
56552,56549
56552,56550
56552,56551
56552,56553
56553,56549
56553,56550
56553,56551
56553,56552
56633,51582
56847,53722
56884,54739
56890,55462
56890,55934
56890,56891
56890,56892
56890,56893
56891,55462
56891,55934
56891,56890
56891,56892
56891,56893
56892,55462
56892,55934
56892,56890
56892,56891
56892,56893
56893,55462
56893,55934
56893,56890
56893,56891
56893,56892
57029,52253
57030,57031
57030,57033
57031,57033
57031,57030
57033,57031
57033,57030
57118,55674
57127,55711
57127,57129
57129,55711
57129,57127
57271,56213
55415,56850
55415,56851
55415,56852
55415,56853
55522,57808
55817,56662
55817,56663
55817,56664
55817,56666
55817,56667
55817,56668
56662,55817
56662,56663
56662,56664
56662,56666
56662,56667
56662,56668
56663,56667
56663,56668
56663,55817
56663,56662
56663,56664
56663,56666
56664,55817
56664,56662
56664,56663
56664,56666
56664,56667
56664,56668
56666,55817
56666,56662
56666,56663
56666,56664
56666,56667
56666,56668
56667,56662
56667,56663
56667,56664
56667,56666
56667,56668
56667,55817
56668,55817
56668,56662
56668,56663
56668,56664
56668,56666
56668,56667
56850,55415
56850,56851
56850,56852
56850,56853
56851,55415
56851,56850
56851,56852
56851,56853
56852,55415
56852,56850
56852,56851
56852,56853
56853,55415
56853,56850
56853,56851
56853,56852
57808,55522
51858,53696
51937,56255
53335,57776
53620,56579
53696,51858
56255,51937
56579,53620
57776,53335
51999,53294
52075,56249
52893,55995
53294,51999
55995,52893
56249,52075
50327,53354
50327,53355
51264,55905
51949,56920
52580,53576
53354,50327
53354,53355
53355,50327
53355,53354
53576,52580
53618,56578
53618,56575
53618,56577
53618,56576
53706,54748
54748,53706
55901,57550
55901,56386
55905,51264
56386,57550
56386,55901
56575,53618
56575,56577
56575,56576
56575,56578
56576,53618
56576,56575
56576,56577
56576,56578
56577,53618
56577,56575
56577,56576
56577,56578
56578,53618
56578,56575
56578,56577
56578,56576
56920,51949
57550,56386
57550,55901
51200,56248
51206,55900
52243,55017
52252,55948
52283,56296
52380,53006
52380,55324
52380,56487
