"comic_id","variant_id"
85921,85925
85921,85924
85921,85923
85921,85922
85921,84418
85921,84335
85921,84242
85921,84033
85921,83223
85921,78627
85922,84418
85922,84335
85922,84242
85922,84033
85922,83223
85922,78627
85922,86224
85922,85925
85922,85924
85922,85923
85922,85921
85923,86224
85923,85925
85923,85924
85923,85922
85923,85921
85923,84418
85923,84335
85923,84242
85923,84033
85923,83223
85923,78627
85924,78627
85924,86224
85924,85925
85924,85923
85924,85922
85924,85921
85924,84418
85924,84335
85924,84242
85924,84033
85924,83223
85925,86224
85925,85924
85925,85923
85925,85922
85925,85921
85925,84418
85925,84335
85925,84242
85925,84033
85925,83223
85925,78627
86224,85925
86224,85924
86224,85923
86224,85922
86224,85921
86224,84418
86224,84335
86224,84242
86224,84033
86224,83223
86224,78627
79746,83312
79746,82615
79746,83311
82615,79746
82615,83311
82615,83312
83311,79746
83311,82615
83311,83312
83312,79746
83312,82615
83312,83311
83327,77846
83327,78846
83327,78847
83327,78848
83344,83732
83344,83733
83344,83734
83344,77174
83732,77174
83732,83344
83732,83733
83732,83734
83733,77174
83733,83344
83733,83732
83733,83734
83734,77174
83734,83344
83734,83732
83734,83733
76984,83290
76984,83294
76984,83289
76984,83293
77174,83344
77174,83732
77174,83733
77174,83734
77846,78846
77846,78847
77846,78848
77846,83327
78846,77846
78846,78847
78846,78848
78846,83327
78847,78846
78847,78848
78847,83327
78847,77846
78848,77846
78848,78846
78848,78847
78848,83327
82969,82967
82969,82965
82969,82970
82969,74697
82969,72736
82969,75668
82969,65364
82969,65158
82969,65028
82969,75662
82969,74320
82969,73776
79919,83309
79919,83699
80484,83301
81801,75134
81801,82487
82182,83466
82182,83465
82182,83267
82376,83325
82487,75134
82487,81801
82536,78609
83237,78504
83237,83238
83238,78504
83238,83237
83247,77104
83248,78509
83253,77445
83257,77789
83267,83466
83267,83465
83267,82182
83268,83635
83268,78678
83268,83269
83268,83270
83269,78678
83269,83268
83269,83270
83269,83635
83270,78678
83270,83268
83270,83269
83270,83635
83272,77125
83276,76732
83281,76999
83282,83283
83282,73431
83283,73431
83283,83282
83296,79409
83296,83297
83297,79409
83297,83296
83301,80484
83309,79919
83309,83699
83325,82376
83465,82182
83465,83466
83465,83267
83466,83465
83466,83267
83466,82182
83635,78678
83635,83268
83635,83269
83635,83270
83699,79919
83699,83309
73431,83282
73431,83283
75124,76900
75134,81801
75134,82487
76732,83276
76900,75124
76999,83281
77104,83247
77125,83272
77445,83253
77789,83257
78504,83238
78504,83237
78509,83248
78609,82536
78678,83635
78678,83268
78678,83269
78678,83270
79409,83296
79409,83297
79478,83299
79478,83300
79478,83642
79478,84048
79486,83242
80608,83488
80608,83342
81289,79136
81289,81290
81289,81291
81290,79136
81290,81289
81290,81291
81291,79136
81291,81289
81291,81290
82430,78368
82430,82617
82430,83329
82430,83330
82430,83331
82430,83332
82430,83333
82430,83334
82497,83260
82497,83261
82497,83463
82599,83318
82599,83319
82617,83331
82617,83332
82617,83333
82617,83334
82617,78368
82617,82430
82617,83329
82617,83330
83234,76032
83242,79486
83249,78507
83252,78506
83256,76977
83258,77233
83260,82497
83260,83261
83260,83463
83261,82497
83261,83260
83261,83463
83278,77317
83278,83471
83288,77342
83299,79478
83299,83300
83299,83642
83299,84048
83300,83642
83300,84048
83300,79478
83300,83299
83302,77156
83302,83472
83303,77505
83303,83304
83304,77505
83304,83303
83306,69367
83308,74064
83318,82599
83318,83319
83319,82599
83319,83318
83329,78368
83329,82430
83329,82617
83329,83330
83329,83331
83329,83332
83329,83333
83329,83334
83330,78368
83330,82430
83330,82617
83330,83329
83330,83331
83330,83332
83330,83333
83330,83334
83331,83330
83331,83332
83331,83333
83331,83334
83331,78368
83331,82430
83331,82617
83331,83329
83332,78368
83332,82430
83332,82617
83332,83329
83332,83330
83332,83331
83332,83333
83332,83334
83333,83334
83333,78368
83333,82430
83333,82617
83333,83329
83333,83330
83333,83331
83333,83332
83334,78368
83334,82430
83334,82617
83334,83329
83334,83330
83334,83331
83334,83332
83334,83333
83342,80608
83342,83488
83350,77860
83463,82497
83463,83260
83463,83261
83471,77317
83471,83278
83472,77156
83472,83302
83488,80608
83488,83342
83642,79478
83642,83299
83642,83300
83642,84048
84048,79478
84048,83299
84048,83300
84048,83642
69367,83306
74064,83308
76032,83234
76977,83256
76987,78881
77156,83302
77156,83472
77233,83258
77317,83278
77317,83471
77342,83288
77505,83304
77505,83303
77860,83350
78368,83334
78368,82430
78368,82617
78368,83329
78368,83330
78368,83331
78368,83332
78368,83333
78506,83252
78507,83249
78881,76987
79136,81289
79136,81290
79136,81291
76158,83255
76158,83462
76731,83275
76752,83641
76775,83323
76805,83347
76805,83348
76982,78481
77103,83246
77103,82605
77124,83271
77602,83317
78481,76982
78505,83251
78508,83250
78522,83274
79889,83339
79915,83345
79915,83346
82180,83266
82180,83264
82180,83464
82180,83633
82180,83634
82598,83279
82598,83280
82605,83246
82605,77103
83246,82605
83246,77103
83250,78508
83251,78505
83255,83462
83255,76158
83264,83266
83264,83464
83264,83633
83264,83634
83264,82180
83266,83264
83266,83464
83266,83633
83266,83634
83266,82180
83271,77124
83274,78522
83275,76731
83279,82598
83279,83280
83280,83279
83280,82598
83317,77602
83323,76775
83339,79889
83345,79915
83345,83346
83346,79915
83346,83345
83347,76805
83347,83348
83348,76805
83348,83347
83462,83255
83462,76158
83464,83266
83464,83264
83464,83633
83464,83634
83464,82180
83633,83634
83633,82180
83633,83266
83633,83264
83633,83464
83634,83266
83634,83264
83634,83464
83634,83633
83634,82180
83641,76752
79489,82591
79489,82592
79917,81927
79917,81929
79917,81930
79917,81931
80450,81295
80607,82489
81295,80450
81494,76743
81503,82608
81731,76758
81927,79917
81927,81929
81927,81930
81927,81931
81929,79917
81929,81927
81929,81930
81929,81931
81930,81927
81930,81929
81930,81931
81930,79917
81931,81930
81931,79917
81931,81927
81931,81929
81968,76790
82461,76031
82465,77444
82465,82629
82474,76998
82489,80607
82490,77173
82490,82723
82557,77859
82591,79489
82591,82592
82592,79489
82592,82591
82597,82630
82597,82631
82608,81503
82629,77444
82629,82465
82630,82597
82630,82631
82631,82597
82631,82630
82723,77173
82723,82490
76031,82461
76743,81494
76758,81731
76790,81968
76998,82474
77173,82490
77173,82723
77444,82465
77444,82629
77859,82557
71656,81459
74012,82531
74012,82530
74012,83227
74012,82529
76730,81488
76730,82472
76751,81540
77102,82464
77102,82604
77217,81296
77217,81297
77232,82468
77341,82476
77443,81364
77608,81809
77608,81810
77608,81811
77807,78770
77807,84451
77807,84452
77807,78311
77807,84453
77807,78769
77807,82532
78311,78770
78311,84451
78311,84452
78311,84453
78311,77807
78311,78769
78311,82532
78503,82602
78503,81279
78503,81280
78769,78770
78769,84451
78769,84452
78769,78311
78769,84453
78769,77807
78769,82532
78770,84451
78770,84452
78770,78311
78770,84453
78770,77807
78770,78769
78770,82532
78960,78961
78960,78962
78960,78963
78960,78964
78960,78965
78960,78966
78960,82603
78961,78960
78961,78962
78961,78963
78961,78964
78961,78965
78961,78966
78961,82603
78962,82603
78962,78960
78962,78961
78962,78963
78962,78964
78962,78965
78962,78966
78963,78960
78963,78961
78963,78962
78963,78964
78963,78965
78963,78966
78963,82603
78964,78960
78964,78961
78964,78962
78964,78963
78964,78965
78964,78966
78964,82603
78965,78960
78965,78961
78965,78962
78965,78963
78965,78964
78965,78966
78965,82603
78966,78964
78966,78965
78966,82603
78966,78960
78966,78961
78966,78962
78966,78963
79183,81292
79183,81293
79183,81294
79421,82477
79485,81684
79898,82488
80062,81283
80062,81284
80062,81285
80483,81683
80554,80670
80670,80554
81279,78503
81279,81280
81279,82602
81280,78503
81280,81279
81280,82602
81283,80062
81283,81284
81283,81285
81284,80062
81284,81283
81284,81285
81285,80062
81285,81283
81285,81284
81292,79183
81292,81293
81292,81294
81293,79183
81293,81292
81293,81294
81294,79183
81294,81292
81294,81293
81296,77217
81296,81297
81297,77217
81297,81296
81364,77443
81459,71656
81488,76730
81488,82472
81540,76751
81683,80483
81684,79485
81809,77608
81809,81810
81809,81811
81810,77608
81810,81809
81810,81811
81811,77608
81811,81809
81811,81810
82464,77102
82464,82604
82468,77232
82472,81488
82472,76730
82476,77341
82477,79421
82488,79898
82529,82531
82529,82530
82529,83227
82529,74012
82530,82531
82530,83227
82530,82529
82530,74012
82531,83227
82531,82529
82531,74012
82531,82530
82532,78770
82532,84451
82532,84452
82532,78311
82532,84453
82532,77807
82532,78769
82602,78503
82602,81279
82602,81280
82603,78966
82603,78960
82603,78961
82603,78962
82603,78963
82603,78964
82603,78965
82604,77102
82604,82464
83227,82531
83227,82530
83227,82529
83227,74012
84451,78770
84451,84452
84451,78311
84451,84453
84451,77807
84451,78769
84451,82532
84452,84451
84452,78311
84452,84453
84452,77807
84452,78769
84452,82532
84452,78770
84453,77807
84453,78769
84453,82532
84453,78770
84453,84451
84453,84452
84453,78311
81286,78652
81286,81287
81286,81288
81287,78652
81287,81286
81287,81288
81288,78652
81288,81286
81288,81287
81489,76742
81489,78968
81489,81490
81489,81491
81489,81492
81489,81493
81490,81489
81490,81491
81490,81492
81490,81493
81490,76742
81490,78968
81491,76742
81491,78968
81491,81489
81491,81490
81491,81492
81491,81493
81492,76742
81492,78968
81492,81489
81492,81490
81492,81491
81492,81493
81493,76742
81493,78968
81493,81489
81493,81490
81493,81491
81493,81492
81688,77503
81688,81689
81688,81690
81688,81691
81689,77503
81689,81688
81689,81690
81689,81691
81690,77503
81690,81688
81690,81689
81690,81691
81691,77503
81691,81688
81691,81689
81691,81690
81770,74063
81770,82548
81807,77607
81807,81808
81808,77607
81808,81807
81813,76774
81854,77613
81969,76804
81969,82491
82242,76976
82242,82467
82467,76976
82467,82242
82475,73430
82491,76804
82491,81969
82495,78613
82546,69366
82546,82547
82547,69366
82547,82546
82548,74063
82548,81770
69366,82546
69366,82547
73430,82475
74063,82548
74063,81770
75123,76899
76742,78968
76742,81489
76742,81490
76742,81491
76742,81492
76742,81493
76774,81813
76804,82491
76804,81969
76899,75123
76976,82242
76976,82467
77503,81688
77503,81689
77503,81690
77503,81691
77607,81808
77607,81807
77613,81854
78613,82495
78652,81286
78652,81287
78652,81288
78968,76742
78968,81489
78968,81490
78968,81491
78968,81492
78968,81493
80067,81307
80067,82043
80067,80068
80067,82042
80068,80067
80068,81307
80068,82043
80068,82042
81307,80067
81307,82043
81307,80068
81307,82042
81685,77600
81685,81686
81685,81687
81685,82575
81686,77600
81686,81685
81686,81687
81686,82575
81687,81686
81687,82575
81687,77600
81687,81685
81727,76757
81727,78823
81727,81728
81727,81730
81727,82572
81727,81729
81728,76757
81728,78823
81728,81727
81728,81730
81728,82572
81728,81729
81729,81728
81729,81730
81729,82572
81729,76757
81729,78823
81729,81727
81730,76757
81730,78823
81730,81727
81730,81728
81730,82572
81730,81729
81812,76030
81963,76789
81963,78856
81963,81964
81963,81965
81963,81966
81963,81967
81964,76789
81964,81963
81964,78856
81964,81965
81964,81966
81964,81967
81965,76789
81965,81963
81965,78856
81965,81964
81965,81966
81965,81967
81966,76789
81966,81963
81966,78856
81966,81964
81966,81965
81966,81967
81967,76789
81967,81963
81967,78856
81967,81964
81967,81965
81967,81966
81970,77857
81970,81971
81971,77857
81971,81970
82042,81307
82042,82043
82042,80068
82042,80067
82043,80067
82043,81307
82043,80068
82043,82042
82171,82496
82466,76157
82470,77123
82471,78520
82473,77316
82486,71333
82496,82171
82572,76757
82572,78823
82572,81727
82572,81728
82572,81730
82572,81729
82575,77600
82575,81685
82575,81686
82575,81687
82626,77101
82626,82628
82626,82627
82627,77101
82627,82628
82627,82626
82628,77101
82628,82627
82628,82626
71333,82486
76030,81812
76157,82466
76757,78823
76757,81727
76757,81728
76757,81730
76757,82572
76757,81729
76789,81965
76789,81966
76789,81967
76789,81963
76789,78856
76789,81964
76981,78480
76986,78880
77101,82628
77101,82627
77101,82626
77123,82470
77316,82473
77600,81687
77600,82575
77600,81685
77600,81686
77857,81970
77857,81971
78480,76981
78520,82471
78823,81727
78823,81728
78823,81730
78823,82572
78823,81729
78823,76757
78856,81967
78856,76789
78856,81963
78856,81964
78856,81965
78856,81966
78880,76986
71655,78767
74844,78832
74844,78335
74844,80503
75118,77498
76705,78806
76705,78807
76729,78774
76729,78775
76729,78776
76729,78777
76729,78778
76729,78779
77172,80614
77172,78347
77498,75118
78335,74844
78335,78832
78335,80503
78347,77172
78347,80614
78767,71655
78774,76729
78774,78775
78774,78776
78774,78777
78774,78778
78774,78779
78775,76729
78775,78774
78775,78776
78775,78777
78775,78778
78775,78779
78776,76729
78776,78774
78776,78775
78776,78777
78776,78778
78776,78779
78777,76729
78777,78774
78777,78775
78777,78776
78777,78778
78777,78779
78778,78774
78778,78775
78778,78776
78778,78777
78778,78779
78778,76729
78779,78774
78779,78775
78779,78776
78779,78777
78779,78778
78779,76729
78780,81196
78780,78781
78781,81196
78781,78780
78806,76705
78806,78807
78807,76705
78807,78806
78832,74844
78832,78335
78832,80503
78842,79789
78842,79088
79088,79789
79088,78842
79789,78842
79789,79088
80065,80066
80066,80065
80101,81316
80101,81317
80101,81318
80107,81225
80107,81226
80107,81227
80107,81321
80107,81322
80107,81323
80108,81228
80503,78832
80503,78335
80503,74844
80614,77172
80614,78347
81102,81103
81103,81102
81196,78780
81196,78781
81225,80107
81225,81226
81225,81227
81225,81321
81225,81322
81225,81323
81226,80107
81226,81225
81226,81227
81226,81321
81226,81322
81226,81323
81227,80107
81227,81225
81227,81226
81227,81321
81227,81322
81227,81323
81228,80108
81316,80101
81316,81317
81316,81318
81317,81316
81317,81318
81317,80101
81318,80101
81318,81316
81318,81317
81321,80107
81321,81225
81321,81226
81321,81227
81321,81322
81321,81323
81322,80107
81322,81225
81322,81226
81322,81227
81322,81321
81322,81323
81323,80107
81323,81225
81323,81226
81323,81227
81323,81321
81323,81322
79484,78821
79484,78820
79484,78819
79484,78818
79484,78815
79484,81304
79810,80552
79897,78343
80069,80070
80069,81308
80069,82044
80069,82045
80070,80069
80070,81308
80070,82044
80070,82045
80482,78814
80552,79810
80606,78346
81100,81101
81101,81100
81230,78838
81230,78839
81304,79484
81304,78821
81304,78820
81304,78819
81304,78818
81304,78815
81306,71058
81306,78764
81308,82045
81308,80069
81308,80070
81308,82044
81311,83517
81311,77339
81311,78318
81311,78795
81311,78796
81311,78797
81311,78798
81311,78799
81363,77100
81363,78300
82031,78530
82044,80069
82044,80070
82044,81308
82044,82045
82045,80069
82045,80070
82045,81308
82045,82044
83517,81311
83517,77339
83517,78318
83517,78795
83517,78796
83517,78797
83517,78798
83517,78799
71058,81306
71058,78764
76463,78760
76463,78761
76463,78762
76463,78763
76704,78805
76750,78809
76750,78813
76750,78812
76750,78811
76750,78810
76750,78808
76997,78315
77003,78758
77063,77411
77063,77412
77100,78300
77100,81363
77339,78318
77339,78795
77339,78796
77339,78797
77339,78798
77339,78799
77339,81311
77339,83517
77411,77063
77411,77412
77412,77063
77412,77411
78300,77100
78300,81363
78315,76997
78318,77339
78318,78795
78318,78796
78318,78797
78318,78798
78318,78799
78318,81311
78318,83517
78343,79897
78346,80606
78530,82031
78758,77003
78760,76463
78760,78761
78760,78762
78760,78763
78761,76463
78761,78760
78761,78762
78761,78763
78762,76463
78762,78760
78762,78761
78762,78763
78763,76463
78763,78760
78763,78761
78763,78762
78764,71058
78764,81306
78795,81311
78795,83517
78795,77339
78795,78318
78795,78796
78795,78797
78795,78798
78795,78799
78796,77339
78796,78318
78796,78795
78796,78797
78796,78798
78796,78799
78796,81311
78796,83517
78797,81311
78797,83517
78797,77339
78797,78318
78797,78795
78797,78796
78797,78798
78797,78799
78798,77339
78798,78318
78798,78795
78798,78796
78798,78797
78798,78799
78798,81311
78798,83517
78799,77339
78799,78318
78799,78795
78799,78796
78799,78797
78799,78798
78799,81311
78799,83517
78805,76704
78808,76750
78808,78809
78808,78813
78808,78812
78808,78811
78808,78810
78809,78810
78809,78808
78809,76750
78809,78813
78809,78812
78809,78811
78810,78811
78810,78808
78810,76750
78810,78809
78810,78813
78810,78812
78811,78810
78811,78808
78811,76750
78811,78809
78811,78813
78811,78812
78812,76750
78812,78809
78812,78813
78812,78811
78812,78810
78812,78808
78813,78809
78813,78812
78813,78811
78813,78810
78813,78808
78813,76750
78814,80482
78815,79484
78815,78821
78815,78820
78815,78819
78815,78818
78815,81304
78818,79484
78818,78821
78818,78820
78818,78819
78818,78815
78818,81304
78819,79484
78819,78821
78819,78820
78819,78818
78819,78815
78819,81304
78820,79484
78820,78821
78820,78819
78820,78818
78820,78815
78820,81304
78821,79484
78821,78820
78821,78819
78821,78818
78821,78815
78821,81304
78838,81230
78838,78839
78839,81230
78839,78838
70746,78307
73429,78316
74011,84030
74011,78309
74062,78831
75122,76898
75133,78834
76126,78263
76126,78264
76352,78298
76703,78802
76703,78803
76803,78861
76803,78857
76803,78858
76803,78860
76803,78862
76803,78863
76803,78864
76803,78867
76898,75122
76975,78766
76975,78765
76975,78305
77059,77399
77059,77400
77069,77429
77069,77430
77398,77457
77398,77456
77399,77059
77399,77400
77400,77059
77400,77399
77429,77069
77429,77430
77430,77069
77430,77429
77456,77398
77456,77457
77457,77398
77457,77456
78263,76126
78263,78264
78264,76126
78264,78263
78298,76352
78305,76975
78305,78766
78305,78765
78307,70746
78309,74011
78309,84030
78316,73429
78614,82096
78765,76975
78765,78766
78765,78305
78766,76975
78766,78765
78766,78305
78802,76703
78802,78803
78803,76703
78803,78802
78831,74062
78834,75133
78857,78861
78857,78858
78857,78860
78857,76803
78857,78862
78857,78863
78857,78864
78857,78867
78858,78864
78858,78867
78858,78861
78858,78857
78858,78860
78858,76803
78858,78862
78858,78863
78860,78861
78860,78857
78860,78858
78860,76803
78860,78862
78860,78863
78860,78864
78860,78867
78861,78857
78861,78858
78861,78860
78861,76803
78861,78862
78861,78863
78861,78864
78861,78867
78862,78861
78862,78857
78862,78858
78862,78860
78862,76803
78862,78863
78862,78864
78862,78867
78863,78861
78863,78857
78863,78858
78863,78860
78863,76803
78863,78862
78863,78864
78863,78867
78864,78861
78864,78857
78864,78858
78864,78860
78864,76803
78864,78862
78864,78863
78864,78867
78867,78861
78867,78857
78867,78858
78867,78860
78867,76803
78867,78862
78867,78863
78867,78864
81098,81099
81099,81098
82096,78614
84030,74011
84030,78309
79561,78829
79561,78830
79561,72996
79561,81320
79561,77840
79561,78826
79561,78827
79561,78828
80071,80072
80071,81309
80071,82046
80072,80071
80072,81309
80072,82046
81096,81097
81097,81096
81194,78642
81194,78771
81194,78772
81194,78773
81194,78437
81309,80072
81309,80071
81309,82046
81320,78829
81320,78830
81320,79561
81320,72996
81320,77840
81320,78826
81320,78827
81320,78828
82046,81309
82046,80072
82046,80071
71332,78325
72996,81320
